init_top50,bo_top50
-10.2,-11.100000381469728
-9.7,-10.899999618530272
-9.6,-10.5
-9.5,-9.899999618530272
-9.1,-9.899999618530272
-8.9,-9.899999618530272
-8.9,-9.699999809265137
-8.6,-9.5
-8.5,-9.5
-8.2,-9.5
-8.1,-9.5
-8.0,-9.399999618530272
-8.0,-9.300000190734863
-8.0,-9.199999809265137
-7.9,-9.100000381469728
-7.7,-9.100000381469728
-7.7,-9.0
-7.5,-8.899999618530273
-7.4,-8.899999618530273
-7.4,-8.699999809265137
-7.4,-8.5
-7.2,-8.300000190734863
-7.1,-8.199999809265137
-6.9,-8.0
-6.9,-7.900000095367432
-6.8,-7.800000190734863
-6.8,-7.699999809265137
-6.7,-7.699999809265137
-6.5,-7.599999904632568
-6.5,-7.5
-6.4,-7.300000190734863
-6.2,-7.199999809265137
-6.2,-7.099999904632568
-6.1,-7.099999904632568
-6.1,-7.0
-5.9,-6.800000190734863
-5.5,-6.699999809265137
-5.5,-6.699999809265137
-5.4,-6.400000095367432
-5.4,-5.699999809265137
-5.3,-5.400000095367432
-5.2,-4.800000190734863
-4.9,-4.599999904632568
-4.6,-4.400000095367432
-4.4,-4.300000190734863
-4.3,-4.199999809265137
-4.3,-4.0
-4.2,-3.900000095367432
-4.2,-3.5999999046325684
-3.9,-3.5999999046325684
