init_top20,bo_top20
-9.100000381469728,-9.100000381469728
-8.5,-8.699999809265137
-8.300000190734863,-8.5
-8.199999809265137,-8.399999618530273
-8.0,-8.300000190734863
-8.0,-8.300000190734863
-8.0,-8.199999809265137
-8.0,-8.199999809265137
-7.900000095367432,-8.100000381469727
-7.900000095367432,-8.0
-7.800000190734863,-7.800000190734863
-7.800000190734863,-7.800000190734863
-7.699999809265137,-7.699999809265137
-7.699999809265137,-7.699999809265137
-7.5,-7.699999809265137
-7.5,-7.699999809265137
-7.5,-7.599999904632568
-7.400000095367432,-7.599999904632568
-7.400000095367432,-7.599999904632568
-7.400000095367432,-7.599999904632568
