init_top30,bo_top30
-11.7,-13.0
-11.6,-12.0
-10.8,-11.5
-10.6,-11.0
-10.4,-10.800000190734863
-10.3,-10.699999809265137
-10.1,-10.5
-10.0,-10.399999618530272
-10.0,-10.300000190734863
-9.9,-10.199999809265137
-9.9,-10.100000381469728
-9.8,-10.0
-9.8,-9.800000190734863
-9.6,-9.800000190734863
-9.6,-9.600000381469728
-9.5,-9.5
-9.4,-9.300000190734863
-9.3,-9.300000190734863
-9.3,-9.300000190734863
-9.1,-9.100000381469728
-8.9,-9.100000381469728
-8.5,-9.100000381469728
-8.5,-9.0
-8.4,-8.899999618530273
-8.4,-8.699999809265137
-8.2,-8.600000381469727
-8.2,-8.600000381469727
-8.1,-8.5
-7.9,-8.399999618530273
-7.6,-8.399999618530273
