0,1,2,3,4
C1=CC(C=O)C(O)C1O,C1=CCC(=O)C(=O)C1O,C1=CCC(=O)C(=O)C1O,C1=CCC(=O)C=CC1=O,C1CCC(=O)C(=O)C1O
C1C(C(C2CCC3CCC4C=CC1(O)C4C32)C)C,C1C(C(C(C(C(C2CCC3C(C(C(C4C(O)C3)C(C(C(C)C)C)C)C)C)C)C)C)O)C2,C1C2CCC3CCC4C=CC1(O)C4C32,C1C2CCC3CCC4C=CC1(O)C4C32,C1C2CCC3CCC4C=CC1(O)C4C32
C1=CC(=O)C(C(=O)O)C1(C2CCCC2)CC(=O)O,O=C1C(O)=COC(C2CCCC2)CC1O,C1CCC2CCC3C(=O)C(C(C(O)C3)C)C2C(O)C1,C1COC(=O)C1(C2CCCC2)C(O)C(=O)C1C(O)C1CC2CCCC2C1O,CC1(O)C(O)C2CCCC3CC(O)C1C32
C1C2CCC3CCC4C=CC1(O)C4C32,C1C2CCC3CCC4C=CC1(O)C4C32,C1C2CCC3CCC4C=CC1(O)C4C32,C1C2CCC3CCC4C=CC1(O)C4C23,C1C2CCC3CCC4C=CC1(O)C4C32
CC1(O)C(O)C2CCCC3CC(O)C1C3,C1(O)C(O)C2CCCC3CC(O)C1C32,C1(C(C(O)C(O)C2(C3CCC(C(O)C1C3)C2))C)C,C1(O)C(O)C2CCCC3CC(O)C1C3,C1(O)C(O)C2CCCC3CC(O)C1C3
C1C2CCC3CCC4C=CC1(O)C4C32,C1C(C(C(O)C2CC3CCC4C=CC(C1)C4C2)C3)C,C1C2CCC3CCC4C=CC1(O)C4C3C2,C1C2CCC3CCC4C=CC1(O)C4C32,C1C2CCC3CCC4C=CC1(O)C4C23
C1CCC(C2CCC3C=CC(C4C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,O=C(O)C1(C)C2(C)C(C)C(C)C(C)C3(C)C(C)C(C)C(C)C1(C)C(C)C2(C)C(C)C(C)C(C)C,C1CCO1C(=O)C(C1CCCCC1)C1CCCCC1,C1CCC2C(=O)OCCC3(C1CCCC3)CCC2CCCCC1,C1(C(C(O)C(O)C2CCCC3CC(O)C1C3)C)C
C1CCC(C2CC(=C3C4CC(C(C(C(C(C4CC3)C)O)C)C2)C)C1)C,C1CCC2CC3C(C(=O)C1)C4CC(C3)CC4,CC1CCC2C=CC3CCC4CC(CC32)C(O)C1C4,CC1CCC2C=CC3CCC4CC(CC32)C(O)C1C4,CC1CCC2C=CC3CCC4CC(CC32)C(O)C1C4
C1C2CCC3C(C(C(C(C(C(C1)C2)O)C3)C)C)C,C1C2CCC3CCC4C=CC1(O)C4C23,"""OC1C2CCC3CCC4C=CC1(O)C4C32""",C1C2CCC3CCC4C=CC1(O)C4C32,C1C2CCC3CCC4C=CC1(O)C4C32
C1CC(C)C(=O)C(O)C(C(=O)O)C1=O,CC1(C)C(=O)C(O)C(C(=O)O)C1=O,CC1(C)C(=O)C(O)C(C(=O)O)C1=O,CC1(C)C(=O)C(O)C(C(=O)O)C1=O,O=C1Nc2cccc(O)c2C1=O
C1(O)C(O)C2CCCC3CC(O)C1C3C2,C1CC(C2CC3C(C(C4)C(C(C(C(C3C2)C)C)O)C)C)C4C1,C1CC2(O)C=CC3CCC4CCC(C1C)C4C32,CC1CC2(O)C=CC3CCC4CCC(C1C)C4C32,CC1(O)C(O)C2CCCC3CC(O)C1C3C2
CC1CCC2C=CC3CCC4CC(CC32)C(O)C1C4,CC1CCC2C=CC3CCC4CC(CC32)C(O)C1C4,C1CCC(C2C=CC3CCC4CC(CC3)C(O)C1C4)C2,CC1CCC2C=CC3CCC4CC(CC32)C(O)C1C4,C1CCC2C=CC3CCC4CC(CC32)C(O)C1C4
CC1CCC2C=CC3CCC4CC(CC32)C(O)C1C4,C1CCC(C2CC(C3=CC(C4CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1CCC(C(C2CCC3=CC=C4CC(C(C(C(C(C4)C3)C2)O)C1)C)C,C1CCC(C2CCC3=C(C4C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CC1CCC2C(=CC3)CC(C(C3)C)C(C1)C2OC4CC(C3)C(C1)C4
CC1(O)C(O)C2CCCC3CC(O)C1C3C2,C1(C(C(O)C(O)C2CCCC3CC(O)C1C3C2)),C1C2CCCCCC2CCCC2CCOC21,C1(C(C(O)C(O))C2(C(C3CCC)C(C(O)C1)C3)C2),C1(O)C(O)C2CCCC3CC(O)C1C3C2
