init_top50,bo_top50
-13.300000190734863,-13.199999809265137
-12.5,-12.800000190734863
-12.199999809265137,-12.300000190734863
-11.800000190734863,-11.899999618530272
-11.600000381469728,-11.800000190734863
-11.5,-11.699999809265137
-11.5,-11.600000381469728
-11.399999618530272,-11.300000190734863
-11.399999618530272,-11.300000190734863
-11.300000190734863,-11.199999809265137
-11.199999809265137,-10.899999618530272
-11.100000381469728,-10.899999618530272
-11.100000381469728,-10.899999618530272
-11.0,-10.600000381469728
-10.899999618530272,-10.600000381469728
-10.800000190734863,-10.600000381469728
-10.699999809265137,-10.600000381469728
-10.600000381469728,-10.399999618530272
-10.399999618530272,-10.399999618530272
-10.300000190734863,-10.399999618530272
-10.199999809265137,-10.300000190734863
-9.800000190734863,-10.199999809265137
-9.800000190734863,-10.100000381469728
-9.800000190734863,-10.100000381469728
-9.699999809265137,-10.0
-9.5,-9.899999618530272
-9.399999618530272,-9.899999618530272
-9.399999618530272,-9.800000190734863
-9.399999618530272,-9.800000190734863
-9.399999618530272,-9.600000381469728
-9.300000190734863,-9.600000381469728
-9.199999809265137,-9.5
-9.0,-9.5
-8.899999618530273,-9.5
-8.899999618530273,-9.399999618530272
-8.899999618530273,-9.399999618530272
-8.699999809265137,-9.199999809265137
-8.600000381469727,-9.199999809265137
-8.5,-9.100000381469728
-8.5,-9.100000381469728
-8.5,-9.0
-8.300000190734863,-9.0
-8.300000190734863,-8.899999618530273
-8.100000381469727,-8.899999618530273
-8.0,-8.800000190734863
-7.699999809265137,-8.800000190734863
-7.599999904632568,-8.699999809265137
-7.599999904632568,-8.699999809265137
-7.5,-8.699999809265137
-7.199999809265137,-8.600000381469727
