init_top20,bo_top20
-10.399999618530272,-10.199999809265137
-10.199999809265137,-9.699999809265137
-10.0,-9.5
-9.899999618530272,-9.399999618530272
-9.600000381469728,-9.399999618530272
-9.600000381469728,-9.399999618530272
-9.300000190734863,-9.300000190734863
-9.0,-9.199999809265137
-8.899999618530273,-9.0
-8.899999618530273,-8.800000190734863
-8.899999618530273,-8.800000190734863
-8.899999618530273,-8.800000190734863
-8.899999618530273,-8.699999809265137
-8.800000190734863,-8.699999809265137
-8.800000190734863,-8.699999809265137
-8.800000190734863,-8.699999809265137
-8.800000190734863,-8.600000381469727
-8.699999809265137,-8.600000381469727
-8.699999809265137,-8.5
-8.600000381469727,-8.5
