init_top40,bo_top40
-8.1,-8.199999809265137
-7.7,-8.199999809265137
-7.7,-8.0
-7.2,-8.0
-7.2,-7.900000095367432
-7.2,-7.900000095367432
-7.1,-7.800000190734863
-7.1,-7.699999809265137
-7.1,-7.699999809265137
-7.1,-7.400000095367432
-7.1,-7.400000095367432
-6.9,-7.300000190734863
-6.9,-7.300000190734863
-6.9,-7.199999809265137
-6.8,-7.099999904632568
-6.7,-7.099999904632568
-6.7,-7.099999904632568
-6.6,-7.099999904632568
-6.6,-7.099999904632568
-6.5,-7.0
-6.5,-7.0
-6.5,-7.0
-6.5,-6.900000095367432
-6.5,-6.900000095367432
-6.5,-6.800000190734863
-6.5,-6.800000190734863
-6.4,-6.699999809265137
-6.4,-6.699999809265137
-6.3,-6.599999904632568
-6.3,-6.599999904632568
-6.3,-6.5
-6.3,-6.400000095367432
-6.3,-6.400000095367432
-6.2,-6.400000095367432
-6.1,-6.300000190734863
-6.1,-6.300000190734863
-6.1,-6.199999809265137
-6.0,-6.199999809265137
-6.0,-6.199999809265137
-5.9,-6.199999809265137
