0,1,2,3,4
CC(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2,CC(COC(=O)C(O)CCO)C(=O)OCC(C)COC(C(=O)C(O)CCO)OC(CO)CC=O,CCC(C)CC(C(C)CCCC(=O)O)CCC(C)CC(C)=O,CCC(C(=O)O)CC(C)CCC(=O)OCCC(O)CC(C)=O,C1CCC(C(=O)O)CC(=O)C(C(C)C)CCC1(C)C(C)C(O)CC(C)C
CC(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC3)C2,CC(COC(=O)O)C(=O)OC(C)C(O)COC(CC(=O)C(O)CCO)OC(CO)CC(=O),CC(C)C(F)OC(C)(CO)C(O)C1CC2=CC(O)C(O)CC2C1OC(=O)COC1CCC(=O)CC1C=O,CCC(C)CC(CCC(C)CC(C)=O)C(C)CCCC(=O)O,C(COC(=O)C(C)COC(=O)C(O)CCO)COC(OC(CO)CC=O)C(=O)C(O)CCO
CC(COC(=O)C(C)COC(=O)C(O)CCO)COC(OC(CO)CC=O)C(=O)C(O)CCO,CC(COC(=O)O)C(=O)OC(C)C(O)COC(CC(=O)C(O)CCO)OC(CO)CC=O,C1=CC=CC1CCC(C)CCC(=O)C1(C)C(C)C(=O)OCC(C)C1CCC1C(O)CC1CCC1,C1CCC(C)CC(O)C1CC(OC2COCCO2)C(OCC(O)(CC(C)O)C(O)CCO)O1,CC(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2
C(COC(=O)C(C)COC(=O)C(O)CCO)COC(OC(CO)CC=O)C(=O)C(O)CCO,C1CC1CC(=O)COC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C1O,C1CCC(C(C(=O)O)C(=O)C)CC1CCC1CCCC1C(=O)CO,CCC(O)CC=C(CCCCCCC(=O)O)CCC(O)CC(C)=O,C1CCC(C)CC(C(=O)O)C(C)C1(C)CC(C(=O)O)C(C)CC1
CC(=O)C(C(=O)O)C1CCCC(C(CCC2CCCC2C(=O)CO)C1)C,CC(=O)C(C(=O)O)C1CCCC(C(CCC2CCCC2C(=O)CO)C1)C,CC1(CC=O)COC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C1O,CC(COC(=O)C(O)CCO)C(=O)OCCCOC(OC(CO)CC=O)C(=O)C(O)CCO,CC(COC(=O)C(C)COC(=O)C(O)CCO)COC(OC(CO)CC=O)C(=O)C(O)CCO
CC1CCC(=O)O1C(=O)OCC(C)C(O)COC(C(C(=O)C(O)CCO)C)OC(CO)CC=O,C(COC(=O)C(O)CCO)C(=O)OCCCOC(OC(CO)CC=O)C(=O)C(O)CCO,CC(=O)C(C(=O)O)C1CCCC(C)C(CCC2CCCC2C(=O)CO)C1,CCC(C)CC(O)C1CC(OC2COCCO2)C(OCC(O)(CCC(C)O)C(O)CCO)O1,CC(C)CC(O)C(C)C1(C)CCCC(C(=O)O)CC(=O)C(C(C)C)CC1
CC(C)C(F)OC(C)(CO)C(O)C1CC2=CC(O)C(O)CC2C1OC(=O)COC1CCC(=O)CC1C=O,CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,C1CC(=O)COC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C1O,C1CCOC(C1)COC(COCOCC(C(C(=O)C)CC(C(=O)O)CO)C(=O)COC2CC2OC2)C(=O)CO1,C1CC1(CC(=O)COC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C1O)C1O
CC(COC(=O)O)C(=O)OC(C)C(O)COC(CC(=O)C(O)CCO)OC(CO)CC=O,CCC(C(C)CC(=O)O)CCC(O)CC(C)=O)C(=O)O,CC1(CC(=O)COC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C1O)C1O,C1COCC(O)C(O)C(O)C1C(O)C(O)C1C(O)C(O)C1CC1C(COC(C)CO)C(O)C(O)C(C)C(O)C1C(O)C(O)C(C)C(O)C1C(O)C(O)C(C)C(O)C,C1CCC(O)C(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)OC1
C1CC(=O)C(C(=O)O)C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CCC(O)CC=C(CCCCCCC(=O)O)CCC(O)CC(C)=O,C1CCC(=O)OCC1OC(=O)C1CCCO1OC(=O)C1CCCO1OC(=O)C1CCCO1C(=O)C1CCCO1,CC(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2,CC(COC(=O)C(C)COC(=O)C(O)CCO)COC(OC(CO)CC=O)C(=O)C(O)CCO
C1CCC(=O)OCC1OC(=O)C(COC(=O)C(COC(=O)C(C)CO)C(=O)C(O)CCO)C(=O)C(O)CCO,C1CCC(O)C1CC(=O)C(COCOCC1O)C1CCCOCC1OC1COC1OC1C,CC(COC(=O)C(C)COC(=O)C(O)CCO)COC(OC(CO)CC=O)C(=O)C(O)CCO,CC(COC(=O)C(O)CCO)C(=O)OCCCOC(OC(CO)CC=O)C(=O)C(O)CCO,CC(COC(=O)C(C)COC(=O)C(O)CCO)COC(OC(CO)CC=O)C(=O)C(O)CCO
CCC(C)CC(=O)C(CCCCCCC(=O)O)CCC(C)C(=O)O,C1=CC(=O)C(C(C(O)C(COCOCC(C=C(O)CC(O)CO)C(O)COC2CC(C)CC2O)C(O)COC1)OC)C,CCC(C(C(C(C(=O)O)CC(C)CC(=O)O)CC(=O)O)C(=O)O),CC1(CC(=O)COC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C1O)C1CC1,COC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCO
C1OC1OC1COCCC1C(O)COCOCC1C(=O)CC1CCCC1O,C1CC1CC(=O)COC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C1O,C1CCC(C)CC(O)C1CC2CC(O)C1CC(C(C)O)C(O)CCO)C1O2,C1CCC(C(C(=O)O)C(C(C)C(=O)O)C)C1CCC(=O)OCCC1CCCCC1,CCCC(C(=O)O)C(C(=O)O)C(C(C)CC(=O)O)C(=O)O
CCCC(C(=O)O)C(C(=O)O)C(C(=O)O)C(C)CC(=O)O,CC(C)CC(O)C(C)C1(C)CCCC(C(=O)O)CC(=O)C(C(C)C)CC1,C1CCC(C)CC(O)C1CC2COCCO2C(O)CC(C(C)O)C(O)CCO)O1,CC(COC(=O)O)C(=O)OC(C)C(O)COC(CC(=O)C(O)CCO)OC(CO)CC=O,C1CCC(C(=O)O)C1(C(=O)O)C(C(=O)O)C(C)CC(=O)O
C1CCC(C(=O)O)C(C(=O)O)C(C(=O)O)C1C(C)CC(=O)O,COC(C)OCC(O)=CC(COCOCC1OCCCCC1O)C(O)COC1COCC1O,COC(=O)C(C(CO)OC(=O)C(O)CCO)C(=O)C(O)CCO,COC1(O)CC(O)CC(=O)C(COCOCC1O)C(C)C1CCCOCC1O,COC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCO
C(C=C)C(C)CCC(CCC(C(O)CC)O)(C(=O)O)C(C)CC1CCCCC1,C1CC(C)CC(O)C(C)C1(C)CCCC(C(=O)O)CC(=O)C(C(C)C)CC1,CCC(C(C)CCC(=O)O)CCC(O)CC(C)=O)C(=O)O,COC1C(C)C(=O)C=CCOCC(O)C(COCOCC(C=C(O)CC(O)CO)C(O)COC2CC(C)CC2O)C1O,C1COCC(C1)OCC(=O)C(COCOCC1OCCCCC1O)C(O)COC1COCC1O
COC1(O)CC(O)CC(=O)C(C(C)C2CCCOCC2O)COCOCC1O,OCC(O)CC(O)=CC(COCOCC1OCCCCC1O)C(O)COC1COCC1O,CC(=O)C(C(=O)O)C1CCCC(C)C(CCC2CCCC2C(=O)CO)C1,COC1C(C)C(=O)C=CCOCC(O)C(COCOCC(C=C(O)CC(O)CO)C(O)COC2CC(C)CC2O)C1O,COC1(O)CC(O)CC(=O)C(C(C)C2CCCOCC2O)COCOCC1O
CC(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2,C1OC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C(O)C(O)C2(C(C2)C1),CC(COC(=O)C(C)COC(=O)C(O)CCO)COC(OC(CO)CC=O)C(=O)C(O)CCO,CC(C(C(=O)O)C(=O)O)C1(C(=O)O)CCCC1C(=O)O,COC(C)OCC(O)=CC(COCOCC1OCCCCC1O)C(O)COC1COCC1O
CC(=O)C(C(=O)O)C1CCCC(C)C(CCC2CCCC2C(=O)CO)C1,CC(=O)C(C(=O)O)C1CCCC(C)C(CCC2CCCC2C(=O)CO)C1,CC(=O)OCC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCO,C1CCC(C(C(=O)O)CC)OC(=O)C1CCC(C)C,CC(=O)C(C(=O)O)C1CCCC(C(CCC2CCCC2C(=O)CO)C1)C
CC(C(=O)O)C(C(=O)O)C1(C(=O)O)C1CCCC1C(=O)O,C(C)C(=C)CCC(CCC(O)CC)OC(=O)C1CCCCC1,C1CCC(C)CCC(CCC(C(=O)C(O)CC)C(=O)O)C(C)CC1,CCC(O)CC=C(CCCCCCC(=O)O)CCC(O)CC(C)=O,C1CCC(C(=O)O)C(=O)OC(C)C(O)COC(CC(=O)C(O)CCO)OC(CO)CC=O
CCC(O)C(=O)C(CCC1CCC(C)CCCCCC1C)C(=O)O,COC(C)OCC(O)=CC(COCOCC1OCCCCC1O)C(O)COC1COCC1O,CC(C(=O)O)C(C(=O)O)C1(C(=O)O)C(C)CCCC1C(=O)O,CCC(C(=O)O)C1CCCC(C(C)C)C(=O)O1,C1CC(C)C(F)OC(C)(CO)C(O)C1CC2=CC(O)C(O)CC2C1OC(=O)COC1CCC(=O)CC1C=O
CC(C(C(=O)O)C(=O)O)C1(C(=O)O)CCCC1C(=O)O,C1COC(=O)C1CCC(=O)OCC(=O)C(C(C)C(=O)O)C(=O)C1CC(O)C(O)C(O)C1,C1CCC(C(=O)O)C1(C(C(=O)O)C(C(C)CC(=O)O)C(=O)O),COC(C)OCC(O)=CC(COCOCC1OCCCCC1O)C(O)COC1COCC1O,CC(COC(=O)O)C(=O)OC(C)C(O)COC(CC(=O)C(O)CCO)OC(CO)CC=O
CC(COC(=O)O)C(=O)OC(C)C(O)COC(CC(=O)C(O)CCO)OC(CO)CC=O,C1=CC(=O)C(C(C)C)CCC(C(C)C)OCC(C(C)CC1)C(=O)C1CCCCC1,C1CCCO1OC(COCOCC(C=C(O)CC(O)CO)C(O)COC2CCCO2O)C(O)COC1,CC(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2,CC(=O)C(C(=O)O)C1CCCC(C)C(CCC2CCCC2C(=O)CO)C1
CCC(C(=O)O)C1CCCC(C(C)C)C(=O)O1,CCC(C(=O)O)C1CCCC(C(C)C)C(=O)O1,C1CC1OC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C(O)C(O)C2CC2C1,COC(=O)C(C(=O)C(O)CCO)C(CO)OC(=O)C(O)CCO,C1CCC(C)C1CCC(C)CCC(C)C(=O)C(=O)O
CC(C(=O)O)C(C)C(C(=O)O)C1CCCC1CCC(=O)OCCC1CCCCC1,CC(C)C1CCC(C(C)C)C(=O)C=CCCC(C)C(C(=O)C2CCCCC2)CO1,CC(C(=O)O)C(C)C(C(=O)O)C1CCCC1CCC(=O)OCCC1CCCCC1,C1COCC1OCC(COCOCC1OCC2CC2C(O)C1OC)C(O)COC1COCC1O,C1OC1OC1COCC1C(O)COCOCC1C(=O)CC1COCOCC1C
CCC(C(=O)O)C1CCCC(C(C)C)C(=O)O1,COC1C(COCOCC(COC2CCOC2)C(O)COC2COCC2O)OCC2CC2C1O,C1CC(=O)COC(COCOCC(C=C(O)CC(O)CO)C(O)COC2COCC2O)C1O,CC(C(=O)O)C1CCC(C(=O)O)C(C(=O)O)C1C(=O)O,C1=CC=CC=C1CCC(C(C)C)C(C(C)C)C(C(C)C)C(=O)OCCC1C1
CCC(C)CC(CCC(C)CC(C)=O)C(C)CCCC(=O)O,C1CCC(C)C(=O)C(CCC1)C(=O)O,CC(C(=O)O)C(C(=O)COC(=O)CCC1CCOC1=O)C(=O)C1CC(O)C(O)C(O)C1,CC(=O)C(C(=O)O)C1CCCC(C)C(CCC2CCCC2C(=O)CO)C1,COC1(O)CC(O)CC(=O)C(C(C)C2CCCOCC2O)COCOCC1O
CCC(C)CC(O)C1CC(OC2COCCO2)C(OCC(O)(CCC(C)O)C(O)CCO)O1,C1CC(=O)OCC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCO,C1CCC(C(=O)O)C(C(=O)O)C(C(=O)O)C(C)CC(=O)O,CC(C(=O)O)C(C(=O)O)C(C(=O)O)C1CCCC1C(=O)O,CC(C(=O)O)C(C(=O)COC(=O)CCC1CCOC1=O)C(=O)C1CCOC(C(=O))C(O)C(O)C1
CC(=O)C(C(=O)O)C1CCCC(C)C(CCC2CCCC2C(=O)CO)C1,C=C(CC)CCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,COC(=O)C(C(=O)C(O)CCO)C(CO)OC(=O)C(O)CCO,CC(=O)OCC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCOCC(=O)C(O)CCO,C1CCCCC1(C(=O)O)C(C(=O)O)C(C(=O)O)C(C)CC(=O)O
