init_top20,bo_top20
-12.4,-13.300000190734863
-11.9,-13.199999809265137
-11.9,-13.0
-11.8,-12.699999809265137
-11.4,-12.600000381469728
-11.3,-12.600000381469728
-11.3,-12.399999618530272
-11.3,-12.399999618530272
-11.2,-12.399999618530272
-11.2,-12.300000190734863
-11.1,-12.199999809265137
-11.0,-12.199999809265137
-11.0,-12.199999809265137
-10.9,-12.100000381469728
-10.7,-12.100000381469728
-10.7,-12.0
-10.7,-11.800000190734863
-10.7,-11.800000190734863
-10.6,-11.800000190734863
-10.5,-11.699999809265137
