init_top40,bo_top40
-11.199999809265137,-9.600000381469728
-10.100000381469728,-9.199999809265137
-10.0,-9.0
-9.699999809265137,-8.899999618530273
-9.300000190734863,-8.899999618530273
-9.0,-8.800000190734863
-8.699999809265137,-8.699999809265137
-8.600000381469727,-8.600000381469727
-8.5,-8.600000381469727
-8.5,-8.600000381469727
-8.399999618530273,-8.5
-8.199999809265137,-8.5
-8.100000381469727,-8.399999618530273
-8.100000381469727,-8.399999618530273
-8.0,-8.399999618530273
-7.900000095367432,-8.399999618530273
-7.800000190734863,-8.399999618530273
-7.699999809265137,-8.300000190734863
-7.599999904632568,-8.300000190734863
-7.599999904632568,-8.199999809265137
-7.599999904632568,-8.199999809265137
-7.400000095367432,-8.100000381469727
-7.400000095367432,-8.100000381469727
-7.300000190734863,-8.100000381469727
-7.300000190734863,-8.100000381469727
-7.199999809265137,-8.100000381469727
-7.099999904632568,-8.100000381469727
-7.099999904632568,-8.0
-7.099999904632568,-8.0
-7.099999904632568,-8.0
-6.800000190734863,-8.0
-6.800000190734863,-7.900000095367432
-6.5,-7.900000095367432
-6.5,-7.900000095367432
-6.400000095367432,-7.900000095367432
-6.400000095367432,-7.800000190734863
-6.400000095367432,-7.800000190734863
-6.199999809265137,-7.699999809265137
-6.0,-7.599999904632568
-5.800000190734863,-7.599999904632568
