init_top20,bo_top20
-9.699999809265137,-8.600000381469727
-9.300000190734863,-8.5
-9.0,-8.300000190734863
-8.800000190734863,-8.0
-8.600000381469727,-8.0
-8.199999809265137,-7.900000095367432
-7.900000095367432,-7.900000095367432
-7.900000095367432,-7.900000095367432
-7.800000190734863,-7.800000190734863
-7.800000190734863,-7.699999809265137
-7.699999809265137,-7.5
-7.699999809265137,-7.5
-7.699999809265137,-7.5
-7.599999904632568,-7.400000095367432
-7.599999904632568,-7.400000095367432
-7.599999904632568,-7.400000095367432
-7.599999904632568,-7.300000190734863
-7.5,-7.300000190734863
-7.5,-7.300000190734863
-7.400000095367432,-7.199999809265137
