init_top30,bo_top30
-13.9,-13.399999618530272
-13.0,-13.100000381469728
-12.5,-12.399999618530272
-12.5,-12.399999618530272
-12.1,-12.399999618530272
-11.8,-12.199999809265137
-11.5,-12.0
-11.5,-11.800000190734863
-11.5,-11.699999809265137
-11.5,-11.699999809265137
-11.4,-11.600000381469728
-11.3,-11.600000381469728
-11.3,-11.600000381469728
-11.2,-11.5
-11.1,-11.300000190734863
-11.0,-11.199999809265137
-11.0,-11.100000381469728
-11.0,-11.100000381469728
-10.9,-11.100000381469728
-10.8,-11.0
-10.7,-10.899999618530272
-10.6,-10.899999618530272
-10.6,-10.899999618530272
-10.5,-10.899999618530272
-10.4,-10.899999618530272
-10.2,-10.800000190734863
-10.1,-10.800000190734863
-10.1,-10.800000190734863
-10.1,-10.399999618530272
-10.0,-10.300000190734863
