init_top20,bo_top20
-7.699999809265137,-8.399999618530273
-7.699999809265137,-8.100000381469727
-7.599999904632568,-8.0
-7.5,-7.800000190734863
-7.400000095367432,-7.800000190734863
-7.300000190734863,-7.800000190734863
-7.300000190734863,-7.800000190734863
-7.199999809265137,-7.699999809265137
-7.099999904632568,-7.599999904632568
-7.0,-7.599999904632568
-7.0,-7.599999904632568
-7.0,-7.5
-6.800000190734863,-7.5
-6.800000190734863,-7.5
-6.800000190734863,-7.5
-6.699999809265137,-7.400000095367432
-6.699999809265137,-7.400000095367432
-6.599999904632568,-7.300000190734863
-6.599999904632568,-7.300000190734863
-6.599999904632568,-7.300000190734863
