init_top50,bo_top50
-8.7,-9.5
-8.6,-9.5
-8.0,-9.5
-7.9,-9.199999809265137
-7.9,-9.199999809265137
-7.7,-9.100000381469728
-7.7,-9.100000381469728
-7.6,-9.100000381469728
-7.6,-9.0
-7.5,-9.0
-7.5,-9.0
-7.3,-8.899999618530273
-7.3,-8.899999618530273
-7.3,-8.699999809265137
-7.2,-8.699999809265137
-7.2,-8.699999809265137
-7.1,-8.699999809265137
-7.1,-8.699999809265137
-7.1,-8.699999809265137
-7.1,-8.699999809265137
-6.9,-8.699999809265137
-6.8,-8.600000381469727
-6.8,-8.600000381469727
-6.7,-8.600000381469727
-6.6,-8.600000381469727
-6.6,-8.5
-6.6,-8.5
-6.6,-8.5
-6.6,-8.5
-6.5,-8.5
-6.5,-8.5
-6.4,-8.399999618530273
-6.4,-8.399999618530273
-6.3,-8.399999618530273
-6.3,-8.199999809265137
-6.2,-8.199999809265137
-6.1,-8.199999809265137
-6.1,-8.199999809265137
-6.1,-8.199999809265137
-6.1,-8.199999809265137
-6.1,-8.100000381469727
-5.9,-8.100000381469727
-5.9,-8.100000381469727
-5.8,-8.0
-5.7,-8.0
-5.7,-8.0
-5.7,-7.900000095367432
-5.6,-7.900000095367432
-5.6,-7.800000190734863
-5.6,-7.699999809265137
