init_top30,bo_top30
-8.7,-9.5
-8.6,-9.5
-8.0,-9.5
-7.9,-9.199999809265137
-7.9,-9.199999809265137
-7.7,-9.100000381469728
-7.7,-9.100000381469728
-7.6,-9.100000381469728
-7.6,-9.0
-7.5,-9.0
-7.5,-9.0
-7.3,-8.899999618530273
-7.3,-8.899999618530273
-7.3,-8.699999809265137
-7.2,-8.699999809265137
-7.2,-8.699999809265137
-7.1,-8.699999809265137
-7.1,-8.699999809265137
-7.1,-8.699999809265137
-7.1,-8.699999809265137
-6.9,-8.699999809265137
-6.8,-8.600000381469727
-6.8,-8.600000381469727
-6.7,-8.600000381469727
-6.6,-8.600000381469727
-6.6,-8.5
-6.6,-8.5
-6.6,-8.5
-6.6,-8.5
-6.5,-8.5
