smiles,docking_score,qed,sascore,logp,mw
C1=CN(C2CCNC2)N=CC1,-5.3,0.5924762260901589,0.5675559529846349,0.5535000000000001,151.213
C=C(CCCC)C1=CC=CC=CC1,-5.7,0.59958628710759,0.6747662952693877,4.175300000000004,174.28699999999995
CCCC(C=O)C1=CCCCCC1C,-5.1,0.49195708821409034,0.6078185842684187,3.738100000000003,194.31799999999993
c1ccc(-c2ccccc2)cc1,-6.5,0.5905018880213778,0.9,3.353600000000002,154.212
CC1=CC=C2C=CC=C12,-5.5,0.455481115659892,0.6437444182123555,2.3689,116.16299999999997
FC1=C(F)C(F)C=C1C(F)(F)F,-6.0,0.5123541405953533,0.5718115367672805,2.9774000000000003,188.06999999999996
Fc1ccccc1C1=CC=CC1F,-6.4,0.6193884643003674,0.67528567632714,3.1170000000000018,178.18099999999998
Fc1cccc2cccnc12,-6.1,0.5570772518908732,0.8316177067548922,2.3739,147.15200000000002
CCCC1=CC=C(C)CCC1=O,-6.0,0.612771535773834,0.7055704592438315,3.022100000000002,164.248
CC(O)C(C=O)CCC1=CCC(C(C)C(C)O)C(C)C1O,-3.3,0.495548949943745,0.5012343110865698,1.9227,298.423
O=C(O)Cc1cccc(-c2cc(O)c3c(c2)CN2CCCOC32)c1,-4.7,0.9078637885531182,0.6900502252180922,2.9208000000000007,325.36400000000015
O=C1CC=CNC1c1ccccc1,-6.4,0.7012600637252931,0.6861115073808657,1.8038,173.21499999999997
C=C(CCC)C1C(=O)CC2C3CCC(CC(O)C2C1C)C3,-5.7,0.7982410193828416,0.4722738692105077,3.981100000000003,290.44700000000006
O=C(O)C1CCCCCC1,-5.8,0.5686929453682572,0.8391720193764047,2.0414,142.198
CCCCCC(O)C1CCCC(CC)C2CCCCC2C1,-0.3,0.6000251158160483,0.6306273879036631,5.950400000000006,294.523
CC1CC(O)C2CCC3CCCCC(O)C3CC2C1,-5.4,0.7055807096591087,0.5917672612948177,3.360800000000002,266.425
CC1CCC2=C(CCC2=O)C1C,-6.6,0.5376989363276589,0.6128058379609692,2.711900000000001,164.24799999999996
OCCCCC1C=C2CCC3CCC(C1)C23,-6.6,0.5673937151855122,0.5804989292788703,3.531500000000003,220.35599999999997
CC(=O)CC(=O)C1CCCN1,-4.8,0.5955919040723359,0.6883679669706488,0.2865999999999998,155.197
CCCC=CCCCCCC=C1CC2CCC(C3CCCC3C)C2C1,4.0,0.2931655650102929,0.5845665156864339,8.092000000000008,342.6110000000002
CC(C)CCC1C2=CC(C(C=O)CCC(O)CC(C)O)CC3CCCC1C23,13.9,0.42686565225166306,0.48951124097075294,4.758300000000005,376.5810000000002
CCC1CCC(C(C)=O)C1,-5.0,0.5752973985499678,0.7091598639610082,2.401700000000001,140.226
CCCCCCC1=C=C2CCCC3CC(CO)CC=C=C(C(O)=C1O)C2C3C,10.5,0.3726112711791819,0.36567684785005705,6.285900000000007,384.56000000000023
O=C1N=CCCCC1C1C=CC=CC=C1,-7.0,0.6409877245436673,0.6012870453633369,2.6823000000000006,201.26899999999998
CC(=O)C1=CCCC=C1,-5.2,0.5183970174433223,0.6901096915851367,1.8518,122.16699999999999
CCCCC1CC2=C3C(C)CCC3C=CC2CC1O,-5.8,0.7419568527120501,0.5329892914918642,4.476200000000005,260.421
O=C=C1CCCCC1O,-5.3,0.48445291093392123,0.6202921229547392,0.6793,126.15499999999999
CCCCOC(=O)C1CCCO1,-4.9,0.47601503038155096,0.7450427765862848,1.5087000000000002,172.22399999999996
CCCCCCC1CCC2=C(CCCC2)O1,-5.4,0.5970640266994119,0.6847548126400068,4.963900000000005,222.37199999999996
CC1CCCC2C=C(C(=O)C=CCC=O)CCC12,-5.4,0.5619605157954833,0.5713134088277966,3.4733000000000027,246.34999999999997
OC1=C2CC=CC=C2CC1,-5.7,0.5392455134504737,0.6517103577621569,2.4786,134.178
CCC1CC2CCCCC2C1=O,-5.8,0.5851041551120191,0.6395879446074713,2.791800000000001,166.26399999999998
C=C(C=C(C=O)CCC=O)C12CCCC(CC1)C2,-5.4,0.40733407775004155,0.4906394493064948,3.6174000000000026,246.3499999999999
CCCC1CC(CC=O)C=C(C)C1O,-5.6,0.5531678631846322,0.5566374810930684,2.3188000000000004,196.28999999999996
CC(O)C1CCC2=CCC(CC=O)CCC2CC1,-6.8,0.6147192177621972,0.5938752803298484,3.4891000000000023,250.38199999999995
c1ccc(-c2ccccc2)cc1,-6.6,0.5905018880213778,0.9,3.353600000000001,154.21199999999996
CCC1CC2=C(C1)C1=CC(CC3CCCCC3)CC1=C2,-2.8,0.5921492682126333,0.5816871984905457,5.959700000000005,268.444
CCCC(=O)C1CCCCC1C,-5.9,0.6322240241958067,0.6996992645343958,3.1819000000000015,168.27999999999997
O=CC(O)CC1=CCCCC=C=C1,-6.3,0.5278342080498168,0.5197484621899258,1.7579,178.231
C=C1CCC(C(=O)CCC)C1C,-5.8,0.5890067893796702,0.6232773720518783,2.9579000000000013,166.26399999999998
C=C(O)C1CCC1C(O)C1CC2C(CC(CCC)CC2(C)C(=O)CC)C1C,10.0,0.5744453047350464,0.475975201497968,5.529100000000006,376.58100000000013
OC1CC2C(C(F)(F)F)=C(F)CC2COC1=C1CCCC1,-4.1,0.6850369782106132,0.54118205295063,4.017700000000003,306.299
CC1=CCCc2ccccc21,-6.2,0.5246984784725053,0.7843140529087386,3.036100000000001,144.21699999999998
CC(O)=C(O)C1CC2CCCCC2C1,-6.0,0.6295126117989888,0.6419422529074721,3.5503000000000027,196.28999999999996
C=C1CCCC(C(O)CCCCO)C(C)=C1C,-5.7,0.7220633489591745,0.6141922048748272,3.2026000000000026,238.37099999999992
CCC(C)C(O)CCC1C(O)C=CC2CC3CCCC3C21,0.5,0.7572307959053385,0.5369082657241152,3.7729000000000026,292.463
Cc1cccc(C(F)F)c1,-5.6,0.5651113879711546,0.8179766530760382,2.932620000000002,142.14799999999997
CC(=O)C1=CCC=CC1,-5.2,0.4849398607330296,0.6730634146620597,1.8518,122.16699999999996
CCC(=O)CC1C=C(C)C2CCCC2C1,-6.6,0.642850877629574,0.5934823376720004,3.738100000000003,206.32899999999995
CCCC1=CC(CC)CC=C1,-5.6,0.5751564078545592,0.6361877237944702,3.6990000000000025,150.26500000000001
CCC1(C)CCC2=CCC(C(CO)CO)=CC21,-6.0,0.7367393920377623,0.5327429029464135,2.670000000000001,236.35499999999996
