smiles,rdkit3d_docking_score,sdf_docking_score,qed_score,sascore,logp,mw
CCCCC(C)=COC(C)CCC1OC(C)(C)C(O)CC1O,-7.8,-7.6,0.6726560544690889,0.5562478018817346,3.5550000000000024,314.46599999999995
CC1CC2CC3OCC(O)CCCC(O)(C4CCCCCC4)C(O3)C(CCC(=O)CO)CCC(C1O)C2O,-2.6,-13.5,0.3357145262484087,0.3331478618580651,3.096300000000001,540.7380000000005
CC1CSCSC(C2CC(=O)C(O)C2)C2CCCCC(C2O)C2CC(O)C(CO)C1C2O,-8.2,-13.9,0.4000399789431989,0.3041741757694337,1.9023,488.7120000000002
CCC1CC(O)CC1CC1CC2=C(CC(O)C2)C1C(C)C(O)CCOCO,-8.2,-8.9,0.2795806877938202,0.4665469332784451,2.6145000000000014,382.5410000000002
CCCC(C)CCCCC1CC(C2CC(CCC(O)CO)CCC2C)CC1O,-7.9,-8.1,0.3786821541154073,0.5617316436350344,5.555900000000007,396.6560000000001
CC1COC2C3C=C(O)CCC3CCCCC(O)C2C1,-8.4,-8.7,0.7144681693619167,0.499538222808242,3.430600000000002,280.408
CC1C2C(C=CC1(C)O)CC(O)C1C(O)C(O)CC1C1C3CCCOC3OC1C2O,-8.8,-14.3,0.3577733167793905,0.4020091903729671,0.4268,424.5340000000002
C=C(O)C1CCC(C)(C)C2CCCC3CC(CCC(C)CCCC1C2)CCC3N,-6.5,-13.6,0.4419545388011416,0.4114090822985655,7.630900000000009,403.6950000000002
CC(=CC(=O)O)CC1C(C)C2OC(C(O)CO)C(C(O)CO)CC12,-8.6,-8.5,0.4036654431206491,0.4899125163709378,-0.2303999999999996,344.40400000000005
C=C(C)CCC(O)C1=CC2CC(C(C)C)(CCC1)C2C(O)C(O)CC(C)C,-8.5,-9.0,0.5021471067912988,0.4361539630068859,4.860300000000005,378.5970000000001
C=C1C(C)C(C)C(CCC(O)C=C(C)O)CCCC1C(C)C,-7.7,-8.0,0.520544571044382,0.5406756078621566,5.490000000000006,308.50600000000003
CC(C)CCCC1CC2CCC(OCC3CCC(C(=O)O)C3)C3OC(C2O)C1C3C,-9.0,-9.2,0.6018606089064845,0.4292992591028186,4.509300000000004,422.6060000000003
CC(C=O)CC1C=CC(O)C(O)(O)CCC(C=O)C2C(C)(O)CCC2(O)CCC(O)C(O)C1,-7.0,-12.8,0.1661489510203921,0.3982664100465738,-0.1811999999999993,472.57500000000016
