init_top50,bo_top50
-6.4,-6.900000095367432
-6.3,-6.699999809265137
-6.2,-6.599999904632568
-6.1,-6.5
-5.9,-6.5
-5.8,-6.400000095367432
-5.8,-6.400000095367432
-5.5,-6.400000095367432
-5.5,-6.300000190734863
-5.4,-6.199999809265137
-5.4,-6.099999904632568
-5.4,-6.099999904632568
-5.3,-6.099999904632568
-5.2,-6.099999904632568
-5.2,-6.0
-5.2,-6.0
-5.2,-6.0
-5.1,-6.0
-5.0,-6.0
-4.9,-6.0
-4.9,-5.900000095367432
-4.8,-5.800000190734863
-4.7,-5.800000190734863
-4.6,-5.800000190734863
-4.6,-5.800000190734863
-4.6,-5.800000190734863
-4.4,-5.800000190734863
-4.4,-5.800000190734863
-4.4,-5.699999809265137
-4.3,-5.699999809265137
-2.4,-5.699999809265137
-2.2,-5.699999809265137
-0.2,-5.599999904632568
-0.1,-5.599999904632568
-0.1,-5.599999904632568
2.1,-5.599999904632568
2.1,-5.599999904632568
2.8,-5.599999904632568
3.1,-5.599999904632568
,-5.5
,-5.5
,-5.5
,-5.5
,-5.5
,-5.5
,-5.5
,-5.5
,-5.400000095367432
,-5.400000095367432
,-5.400000095367432
