0,1,2,3,4
C1CCC2CCC1CC2C1=C(C)C=C3CC4C=CCC(C4)C(C)C(C)C2=C31,C1CCCCC(O)C1CCC(O)C(O)C,CC(C(C(O)C(O)C(O)C)C1C(O)C(O)CC2C(O)C(C)C21),C1CCC(O)C1C(C)CCC(C)C1C(O)C1CCC(O)C1C(C)CCC(O)C1,CC(CCC(O)C(CO)C(C)C(O)CO)CC1CC(O)CCC1O
CCC1C(C)CC2CC(C(O)CC(C)C(C)C)OC(OC=C(C)CCCC(CC(O)C(O)CO)SCO)=C2C1C,CCC1=C2CC(CO)CC(CC)C2=CC(C(=O)O)C1,C(C(=O)O)C(C(=O)OC(C(=O)C)C)C(C)O,CC1CC2COCC3(O)C(O)CCC(O)CC(O)C(CC1=O)OC23,C1(C(C(=O)C(C(C(=O)O)C2C(C(C(=O)O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C
CC(=O)CCCCCCC,C1CCCOC(C(O)C(O)CO)CC(O)C1CCO,C1CCC(C)C2C(CCO1)CC1CCCCC2(O)C1,C1CC(=O)OCC(=O)C1C=C(C)CO,C=C(O)C1(C)CCC12NC1CC(O)CC1CC(C(O)C1CCCC1)O2
OC=CC1CC(C(COC)C(C)C)C1C,C1C(C(C(O)C1)C2C(C(C(O)C2)C1OC1)O)O,CC(=O)CCC1=CC2(O)CCC3(C)CC4=C(CCCC4O)C(C1)C23,CC1CCCOCCC2CC3CCCCC(O)(C3)C12,CC1=CCCC2CCCCC2C(O)C2OC1C(O)C(O)C2OC1
C1CCC(C(O)CC1)C2CCCO2,CCC1C(O)CC2CC1CC(O)C(O)C1CC2CCC1O,C1CCC(OCC(O)C(O)C(O)CCO)C1C=O,C1CCCOC(C(O)C(O)CO)CC1CCO,C1CCCCC1CC1CC2=C3C(CCOC3C3CCCC13)CC(C(=O)O)CC2
C1CC1CC2CCCCC3=C2C1C=C1C(O)C(=O)C13,C(C(=O)O)C(C(=O)O)C(C)C(C(=O)O)C(C)O,CCC(O)(O)CC=C1CCCC1CCO,C1CCC(=O)C(O)C(O)(CO)C1C,C1CCCOC(C(O)C(O)CO)CC1CCO
CC1=C2CCCC3C(C(C)O)CC4C(CC(O)C(C)C1O)C2C34,C1CC(O)C(C)C1CC(O)CC2C(O)CC3C=CCC=CC3CC21,C1(C(C(C(O)C2CCCC2C(O)C2CCCC2C)C)C)C(O)C23C4CCCC4C(O)C2C(O)C2CCCC2C13,C1CCCOCC1CCC(C)C(O)C(CO)C(C)C(O)COCC1CCCOCC1CCC1O,CC1CCCCC1C(O)C(O)O
CC1C2CC(O)C3CC4CCCCC4(O)C4CC(C)(O)C5(O)CC1C45C32,CC1CCC(C(C(C(C(C(C(O)C(O)C1)(C(C(O)C2CC(O)C(O)C(O)C2)O)O)C)O)C)C)C(O)C,CC(=O)CCC1=CC2(O)CCC3(C)CC4=C(CCCC4O)C(C1)C23,C1CCC(O)(O)CC=C1CCC1C(O)C1,C1CCC(C(CO)C(O)C2C(CO)C(O)C1)C1CCC2C(O)C(O)C(CO)C2C1
CCC(CCCO)C1=C(CO)C2(O)C(C)CCC(O)C2C1,C1CCC(O)C(O)C(O)C1CCO)C(O)C=O,C1CC2CCC(C)C3(C)CC(CC3C)C(O)C(C)C(O2)C2CCCC12,C1CCC(C(O)C(O)C(C)O)C1C(O)C(O)C2C(O)C(C)C2,CC1CCC(C(=O)C(O)C1(O)CO)C
CC1=CCCC2CCCCC2C(O)C2OC1C(O)C(O)C2OC1,CC1C=C=CC(C(=O)O)CC2(O)CCC(CC(C(O)CO)O1)O2,C1CCC2=C3C(C(COC3C3CCCC3C(CC3CCCCC3)C2)C1)C(=O)O,C1CC2CC(O)CC3(C)CCC4CC5C(O)C1C5C2=C43,C1C(C)CC(O)C1C(C)CC(C)C1C(O)C1CCC(O)C1C
