init_top20,bo_top20
-10.5,-9.5
-10.100000381469728,-9.0
-9.699999809265137,-8.800000190734863
-9.699999809265137,-8.5
-9.399999618530272,-8.300000190734863
-9.199999809265137,-8.300000190734863
-9.100000381469728,-8.300000190734863
-9.100000381469728,-8.0
-9.0,-8.0
-8.899999618530273,-7.900000095367432
-8.800000190734863,-7.5
-8.699999809265137,-7.400000095367432
-8.5,-7.400000095367432
-8.5,-7.400000095367432
-8.399999618530273,-7.300000190734863
-8.399999618530273,-7.300000190734863
-8.300000190734863,-7.300000190734863
-8.300000190734863,-7.199999809265137
-8.300000190734863,-7.199999809265137
-8.199999809265137,-6.900000095367432
