Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
OC1=C2C=CC=CCC=CC=C3C=CC=CC(C4=CC=CC=CC4)=C3C=CC=CC(C3=CC=CC=CC3)=C2C=CC=C1,-2.0,0.36652422654596356,544.7380000000003,10.639799999999989,0.5353441833564412,repairer
OC1=C2C=C=C(C3=CCC=CC3=C3C=CCC=C3)CC=C=C2C=CC=C1,-8.600000381469727,0.5660224180407978,336.434,6.190200000000004,0.5057716764282593,repairer
C1=CC=CC=CC2C=CC=CC=CC=CC2=C(C=CC=CC2=CC=CC=CC2)C=CC=C1,-4.599999904632568,0.40614082533074175,414.5920000000001,8.487100000000003,0.4999993173457654,repairer
C1=CCC(CC=Cc2ccccc2-c2ccccc3ccccccc=3c2)=C1,-8.199999809265137,0.45187376274305696,360.50000000000006,7.492380000000007,0.70207787190736,repairer
O=C1C2CCCC2CC2CCCC3CCCC3CC12,-8.0,0.6219280548223635,260.42099999999994,4.598200000000005,0.6108897726345852,repairer
O=C1CC2C1CCCC1CC3CCCC3C(=O)C2C1,-8.0,0.668788794870829,260.377,3.387100000000002,0.5154785039990755,repairer
C1=CC=Cc2ccccccccccccc2CC=C1,-8.699999809265137,0.5749528259852659,272.391,5.617100000000004,0.7460367594362758,repairer
CC(=O)CC(=O)CC1(C)CCCC1(C(C)O)C1CCC2CCCC1C2,-7.199999809265137,0.7079860484890923,348.52700000000016,4.698500000000005,0.4754069205228566,repairer
C1=CC=CC(=CC=CC=CC2=CC=CC=CC2=CC=CC=CC2C=CC=CC=C2)C=C1,-7.599999904632568,0.39512161714790983,400.56500000000005,8.097000000000005,0.5785101755454675,repairer
CC1CCCC(C)(C2CC3CCC(C)C(C)C3C(O)C2(C)C(O)C2CC3CCC4C(C)C(O)=CC4C3C2)CC1,-8.300000190734863,0.31498707605788495,540.8730000000002,8.399500000000009,0.41951656661888215,repairer
CCCC(C(C)=O)C1CCCCC1=O,-5.5,0.6924887120142299,196.28999999999994,2.7510000000000012,0.6632057596032054,repairer
CCCC(=O)CC1CCCCC1=O,-5.5,0.6690717298913625,182.26299999999995,2.505000000000001,0.7149018717533353,repairer
C=C1CCCC(CCC(=O)CC(=O)CCC)C1,-6.099999904632568,0.4968826933272966,236.35499999999993,3.841400000000003,0.6739636239220446,repairer
CCC(C)CCC1C(C)C(C)C1C(O)(CO)C1CC2CCC(O)=CC2(C)C1C,-8.0,0.53073379546899,392.6240000000002,5.568500000000006,0.45063404297336407,repairer
CC1CC=CC2=CC(C=O)OC3CCCC(C2)CC(C1)CC(O)CC3,-8.600000381469727,0.7062750446110323,346.5110000000001,4.5929000000000055,0.362143801611131,repairer
CC1=CC(C)C2=C(C=C1)C(=O)C=Cc1ccccc1C=C2,-7.599999904632568,0.6672493638960649,274.363,4.744500000000004,0.6033049468498344,repairer
C1=CC(C2=CCC=CC2=C2C=CCC=C2)=C2C=CCC=CC2=c2ccccccccc2=C1,-9.899999618530273,0.46374854169665547,424.5870000000001,6.823700000000008,0.5818128610955249,repairer
C1=CC=CC(C2=CC=CC=C3C=CC=CC2C=CC=CC3)C=C1,-8.5,0.5606856747072994,298.4290000000001,5.952100000000004,0.44380467291542036,repairer
C1=CC=C(c2cccc3ccccc23)C(C=CC=CC2C=CC=CC2)C=C1,-8.100000381469727,0.5120356410593416,348.4890000000001,7.210100000000005,0.5892058283763812,repairer
C1=CC=c2c(cccc2=CC=CC2=CC=C3C=CCC=C3c3ccccc32)C=C1,-4.5,0.630974830219431,370.49500000000006,5.753700000000006,0.624051916335941,repairer
C(=Cc1cccc2ccccc12)c1ccccc2cccc1-2,-7.699999809265137,0.41500248262908446,280.37,6.115000000000005,0.8191876642813243,repairer
C1=CC(=C2C=CCC=C2c2cccc3c2C=CCC=C3)C=CC1,-9.5,0.5724046799378266,296.413,6.272700000000005,0.6291737818999411,repairer
c1ccc(-c2ccccc2-c2ccccc2-c2ccccc2)cc1,-8.100000381469727,0.3954327589937385,306.408,6.687600000000005,0.8947077984931342,repairer
C1=CCC(=C2C=CC=CC3=C2C=CC=CC3=C2C=CC=Cc3ccccc32)C=C1,-8.199999809265137,0.44662146877647846,370.49500000000006,7.384500000000006,0.6388404043996015,repairer
O=C(C1=CCC=CC1=C1C=CCC=C1)C1=c2ccccccccc2=C=CC1,-9.399999618530273,0.7532049503228637,362.4720000000001,4.569100000000004,0.5662070848736791,repairer
C1=CC=C2C=CC=CC(C3=CC=CC=CC3C3=C4C=CC=CC=C3C=CC=C4)=C2C=C1,-9.0,0.4505495676602389,396.5330000000001,7.605000000000005,0.4866269999340348,repairer
CC1=CC1=CC1=CC1=CC1=CCC=C1c1ccc(C2=CCC=CC2=C2C=CCC=C2)c2c1C=CCC=C2,-9.199999809265137,0.407277459705849,474.6470000000002,9.738899999999996,0.5455076308732456,repairer
O=C(C1=C2CCCC(O)C(CCC2)C2CCC(C3CC23)C(C(=O)O)C2CCCC12)C1CCCC1,-8.300000190734863,0.5195759656890734,468.67800000000034,6.166600000000007,0.3895393161894095,repairer
C1=CC=CC2C=CC=CC(=C2C=CC=C2C=CC=C3C=CCC3=CC=C2)C=C1,-8.199999809265137,0.4912243160512383,360.50000000000006,7.128700000000005,0.4358321169601066,repairer
O=C1C=Cc2ccccc2Cc2ccccc2-c2ccccc2-c2ccccc21,-9.300000190734863,0.3308555277044009,372.4670000000001,6.820900000000005,0.7491548320727736,repairer
C1=CC(=C2C=CC=Cc3ccccc32)c2ccccc2C=C1,-9.5,0.574933787109951,280.37,5.763400000000004,0.7365763348063263,repairer
C1=CC(=C2C=CCC=C2c2ccc(C3=CCC=C3C=C3C=C3C=C3C=C3)c3c2C=CCC=C3)C=CC1,-9.199999809265137,0.4197435780508267,460.6200000000002,9.348799999999997,0.5510077110522319,repairer
CCCC(O)CC(C)CCC1CCCCC1=O,-5.599999904632568,0.7362119414078605,240.38699999999992,3.7131000000000025,0.6527324330330547,repairer
CCCC(C(C)=O)C(C)C1CCCCC1=O,-6.199999809265137,0.7170321545641009,224.34399999999994,3.387100000000002,0.6319949497303112,repairer
C=C1CCCC1CC(=O)CC1CCC(=O)CC1,-6.599999904632568,0.6980883915362817,234.3389999999999,3.4513000000000025,0.657994669339393,repairer
C=C(CC(=O)CCC)CC(=O)CCC1CCCC(=C)C1,-6.099999904632568,0.5674486411153007,276.42,4.7877000000000045,0.6452413021801091,repairer
C1=CC(C2=CCC=CC2=C2C=CCC=C2)=C2C=CCC=CC2=C2CCCCCCC2=C1,-9.600000381469727,0.41002500119233304,404.5970000000003,8.645100000000001,0.6021909695901325,repairer
C1=CC(C2=CCC=CC2=C2C=CCC=C2)=C2C=CCC=CC2=C2CCCCC2=C1,-9.300000190734863,0.43666211100308006,376.54300000000023,7.864900000000006,0.5943457094393894,repairer
C1=CC(=CC2=C3C=CC=CC2C=CC=C3)c2ccccc2C=C1,-7.800000190734863,0.612116357960361,294.39700000000005,5.8178000000000045,0.5877814743902621,repairer
C1=CC(=C2C=CCC=C2C2=C3C=CCC=CC3=C3CCCCC=C3CC=C2)C=CC1,-9.699999809265137,0.422572813417821,390.57000000000016,8.255000000000004,0.5855596736492579,repairer
C1=CC(=CC=Cc2cccc3ccccc23)C=C1,-8.0,0.6875884035108121,230.30999999999997,4.905400000000003,0.7533935856059367,repairer
O=C1C2=C(C=CC=CC=CC3C=CCC=CC3=CC=C2)C=CC=Cc2ccccc21,-9.399999618530273,0.43539277591986336,388.51000000000005,7.0460000000000065,0.5534793291283074,repairer
CC1CCCC(C2CC(CCC3CCC(C)C3)C2O)C(=O)CC(=O)C1,-8.0,0.7580994270408269,348.5270000000001,4.554400000000005,0.5186842633992077,repairer
O=C(C1=CCC=CC1=C1C=CCC=C1)c1c2c(c3c(c(=O)c1=C1C=CCC=CC1=C1C=CCC=C1)=CCC=C3)C=CCC=C2,-6.5,0.33745229338713056,570.7320000000002,8.035500000000008,0.5264969694321382,repairer
O=C1CC=CC1=CCC1=C(C2=C3C=CCCCCCC3=C=CC2)C=CCC=C1,-9.0,0.38908957849794507,368.5200000000001,6.946700000000005,0.5096280301934197,repairer
O=C1C=CC2CCCCC2C2CCCCC2C2CCCCC2C2CCCCC12,-8.399999618530273,0.42777242133359566,382.6320000000003,7.350900000000008,0.5390336785804891,repairer
C1=CC(=C2C=CCC=C2C2=C3C=CCC=CC3=C3C=CCC=C3CC=C2)C=CC1,-9.100000381469727,0.4421773914788842,374.52700000000016,7.640900000000006,0.5715017398029814,repairer
C1=CC(=C2C=CCC=C2c2cccc3ccccccc-3c3c2C=CCC=C3)C=CC1,-9.399999618530273,0.4515113945601773,398.5490000000002,8.501900000000003,0.6614111184735071,repairer
