init_top20,bo_top20
-9.899999618530272,-10.300000190734863
-9.800000190734863,-10.199999809265137
-9.800000190734863,-10.100000381469728
-9.699999809265137,-10.0
-9.5,-10.0
-9.5,-9.899999618530272
-9.399999618530272,-9.800000190734863
-9.399999618530272,-9.699999809265137
-9.300000190734863,-9.699999809265137
-9.199999809265137,-9.600000381469728
-9.100000381469728,-9.600000381469728
-8.899999618530273,-9.600000381469728
-8.899999618530273,-9.300000190734863
-8.699999809265137,-9.199999809265137
-8.699999809265137,-9.199999809265137
-8.699999809265137,-9.100000381469728
-8.699999809265137,-9.100000381469728
-8.600000381469727,-9.0
-8.399999618530273,-9.0
-8.399999618530273,-8.899999618530273
