Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
c1ccc(-c2cccccc3cc(-c4ccccc4)c2-3)cc1,-7.0,0.4143628140998077,280.36999999999995,6.125400000000004,0.8571228383028299,repairer
C1=CC=C2C(=C3C=CC=CC23)C=C1,-7.0,0.5184337453178638,166.22299999999998,3.0912000000000015,0.5875837060728621,repairer
c1ccc(-c2c3cccccc-3c3ccccc23)cc1,-8.199999809265137,0.41380810927218126,254.332,5.611600000000004,0.8495618793030714,repairer
Cc1cc2cccccc(-c3ccccc3)c1-2,-7.199999809265137,0.5517519125942419,218.29899999999998,4.766820000000004,0.8495247879697905,repairer
C1=CCC(=C(C2=Cc3ccccc32)c2ccccc2)C=C1,-7.5,0.6732942050752081,268.359,5.510500000000004,0.7181872863084313,repairer
CC(=O)O,-2.799999952316284,0.4298828832001217,60.05200000000001,0.09089999999999993,0.8485069261224328,repairer
C1=CC2CC(=C1)CCC1CCCc3cccc2c31,-8.199999809265137,0.6025484563339653,236.35799999999995,4.870200000000004,0.5560420586579278,repairer
CC1=CC(=O)O1,-3.799999952316284,0.3980844137850428,84.074,0.447,0.7110577144021532,repairer
CC(=O)C=CO,-3.5999999046325684,0.3754289181685756,86.08999999999999,0.6471,0.6731321759406146,repairer
CC1=CC(C(c2ccccc2)c2ccccc2)=CC(O)(c2ccccc2)C1,-9.399999618530273,0.6119645198175404,352.4770000000001,5.982700000000006,0.6932763177563944,repairer
CC1=CC(C(C2=CC=CC=CC2)C2=CC=CC=CC2)=CC(O)(C2=CC=CC=CC2)C1,-9.199999809265137,0.5475265187211582,394.55800000000016,6.937600000000007,0.5250004889349442,repairer
OC1(C2=CC=CC=CC2)C=C(C(C2=CC=CC=CC2)C2=CC=CC=CC2)C=CC1,-8.899999618530273,0.5863531453614719,380.5310000000001,6.547500000000006,0.5261738984303601,repairer
OC1(C2=CC=CC=CC2)CC=CC(C(C2=CC=CC=CC2)C2=CC=CC=CC2)=CC1C1=CC=CC=CC1,-7.400000095367432,0.4140751045731035,484.6830000000002,8.606200000000003,0.4790836982411819,repairer
OC1(c2ccccc2)C=C(C(c2ccccc2)c2ccccc2)C=CC1,-8.0,0.6570160721680656,338.45000000000005,5.5926000000000045,0.6982862444611986,repairer
OC1(C2=CC=CC=CC2)CC=CC(C(C2=CC=CC=CC2)C2=CC=CC=CC2)=CC1C(C1=CC=CC=CC1)C1=CC=CC=CC1,-4.400000095367432,0.3136349701498488,588.8350000000003,10.66489999999999,0.45491117367357103,repairer
C1=CC=C(C(C2=CC(C(C3=CC=CC=CC3)C3=CC=CC=CC3)CC=C2)C2=CC=CC=CC2)CC=C1,-7.599999904632568,0.3639669119620898,468.68400000000025,9.491299999999997,0.5119448978046057,repairer
OC(C1=CC=CC=CC1)C(C1=CC=CC=CC1)C1C=C(C(C2=CC=CC=CC2)C2=CC=CC=CC2)C=CC1,-6.199999809265137,0.37159031350027333,498.71000000000026,8.852200000000003,0.45687636775236073,repairer
OC1(C2=CC=CC=CC2)C=C(C(C2=CC=CC=CC2)C2=CC=CC=CC2)C=CCC1C1=CC=CC=CC1,-7.800000190734863,0.4140751045731035,484.6830000000002,8.606200000000003,0.48151772621320993,repairer
C1=CC=C(C(C2=CC(C3=CC=CC=CC3)(C(C3=CC=CC=CC3)C3=CC=CC=CC3)CC=C2)C2=CC=CC=CC2)CC=C1,-8.5,0.29145021541172056,558.8090000000001,11.303999999999986,0.49140172934968807,repairer
CC1C=CCC(O)(c2ccccc2)C=C1C(c1ccccc1)c1ccccc1,-6.699999809265137,0.5428000116127545,366.5040000000001,6.228700000000007,0.657166621521893,repairer
CC1=CC(C)C(C(c2ccccc2)c2ccccc2)=CC(O)(c2ccccc2)C1,-7.099999904632568,0.5043834278268222,380.5310000000002,6.618800000000007,0.6551294110405396,repairer
C1=CC=C(C(C2=CC(C(C3=CC=CC=CC3)C(C3=CC=CC=CC3)C3=CC=CC=CC3)CC=C2)C2=CC=CC=CC2)CC=C1,-2.5,0.2713059455127262,572.8360000000001,11.549999999999985,0.46798639850190804,repairer
O=C(C1=CC=CC=CC1)C1C=C(C(C2=CC=CC=CC2)C2=CC=CC=CC2)C=CCC1O,-8.0,0.5594372797752608,422.5680000000002,6.362600000000007,0.5017560382820374,repairer
