init_top20,bo_top20
-14.0,-16.200000762939453
-11.899999618530272,-16.100000381469727
-11.800000190734863,-15.800000190734863
-11.699999809265137,-15.800000190734863
-11.5,-15.399999618530272
-11.399999618530272,-15.0
-11.300000190734863,-14.899999618530272
-11.199999809265137,-14.800000190734863
-11.199999809265137,-14.699999809265137
-11.100000381469728,-14.699999809265137
-11.100000381469728,-14.600000381469728
-11.100000381469728,-14.300000190734863
-11.0,-14.199999809265137
-11.0,-13.899999618530272
-10.899999618530272,-13.899999618530272
-10.899999618530272,-13.899999618530272
-10.899999618530272,-13.899999618530272
-10.899999618530272,-13.899999618530272
-10.800000190734863,-13.899999618530272
-10.699999809265137,-13.699999809265137
