init_top20,bo_top20
-13.100000381469728,-13.0
-12.699999809265137,-12.899999618530272
-12.399999618530272,-12.699999809265137
-12.199999809265137,-12.600000381469728
-12.0,-12.399999618530272
-12.0,-12.300000190734863
-11.899999618530272,-12.300000190734863
-11.899999618530272,-12.300000190734863
-11.899999618530272,-12.100000381469728
-11.899999618530272,-12.0
-11.800000190734863,-12.0
-11.699999809265137,-11.800000190734863
-11.699999809265137,-11.699999809265137
-11.699999809265137,-11.699999809265137
-11.600000381469728,-11.600000381469728
-11.600000381469728,-11.5
-11.399999618530272,-11.5
-11.100000381469728,-11.5
-11.0,-11.5
-10.899999618530272,-11.399999618530272
