0,1,2,3,4
C1=CC=NC1=NC1CCCC1,CCCN=CCN(CO)C(=O)C1=CNC=CCC1,CC1(CCCC2=CNCCCC=C2)CCCCC1,C1CCC(CC1)OCCC(O)C(CO)CC(CO)OCCO,CC1NCCC(CC2CC(O)C3(C)CCN2CC3)CC1=O
CC1CCCCCC(C(=O)N2C=CN=CCC2)CC1,CC(=O)C(C(=O)N1CCCCC1)C1CCCCC1,C1CCC1=O,C1CCC(C(C(=O)O)C(C(=O)O)O)C1O,O=C1CC2C=CCCCC2=C1CC1CCCCCC1
C1CCC(=C)C1(C)OCC(CO)C(C)O,CC1=CC=C2CCCCCC2C1=O,CN1CC=C(CC(=O)C2CC3CC=CCCC3C2)CC1,C1CCC(=O)CC(=O)C1CO,O=C(O)C1CC(=O)C(NCC2CCCCCC2)C1
O=CC(O)C(=O)CC1(C2CCC(CC1)C2)C,O=C1CCCN(C2=C3CNCC=CC3CC2=O)CC1,CCC1C(=O)N(C2CCC(C)C2)C(=O)C1C,C1CC(=O)C(=O)OCC(=O)C1(O)C(O)C1CCCO1,C1=CC=CC2=C1C(C(C(C(=O)N)C2=O)CC(=O)N)C3=CC=CC=C3
CN1CC=C(CC(=O)C2CC3CC=CCCC3C2)CC1,C1CCCOC1CCC2CCC(CC(O)C3CCN4CCCCCCN=C34)C2C1,CC(=O)CCCNC(=O),C1CCCCC1(O)CCC(O)C(CO)CC(CO)OCCO,"""CCCCCCCC(O)CCC(O)(CO)CC(CO)OCCO"""
C1CCC(=N)CCCN1C,C1CCC1=O,C1CCC(C1)C1(C)CC2CCCC(=O)CC2C1,CCC1(O)COC2CC(C(C3NCC(C3=O))C(O)C21,C1CCC2C=CC=CC2CC1C1=CCCCC1O
C1CCC(=O)NCC1CCC,CC1NCCC(CC2CC(O)C3(C)CCN2CC3)CC1=O,CC1CCC=C=CC2=CCC(=O)CN2C1=O,C1CCC2CC1CC2CC(C(=O)C1CCC1)N1C(O)C2CC1CC2,C1C(C(=O)CCC)C(O)C1(C)C1=CC=CC1O1
CCCCCCCC(O)CC1CCC(O)(CO)CC(CO)OCCO,C1CCCOCC1CCC2CCC(CC(O)C3CCN4CCCCCCN=C34)C2C1,C1=CC(=NC2CCCC2)N=C1,C1CCC2CC(O)C1CC2CC3CCN3C(=O)C1CCC1,O=C(C1CCC1)C(CC1CC2CCCC1C2)N1C2CCC(C2)C1O
C1CC1CCC1=CC=CC1CCC1=CC1CCC1,CC(=O)C(C(=O)N1CCCCC1)C1CCCCC1,C1CCC(O)C1CCC(CO)C(O)C(CO)CC1CCC1C(O)CC1,C1CCC(=C)CC1(C)OCC(CO)C(C)O,C1CCCCC(O)C1CCCCCC1
CCC1(O)COC2CC(C(C3NCC3=O)C)C(O)C21,OC1CCCCC2CCC(CC(O)C3CCN4CCCCCCN=C34)C2C1,O=C1CCCC(CO)C(=O)C1,C1CCC2CCC3C=CC(C(C)(C)C)C3C(O)C2N1=O,CC1CCC=C=CC2=CCC(=O)CN2C1=O
C1=CC(=O)N(C(C(C(C(C(C(C1=O)C2=C(C=CC=CC2)C)C)C)C)C)C(=O)Nc2ccccc2)C1=O,CC(=O)C1CCC=CC1CCC1=CC=CC1C,O=C1C=CCC(C2COC3C=CC=CC3C2)C1,C1CCCO1(O)CCCC1(C1)C(=O)C1=O,CC1C=C2C(NC1)C(=O)C1CCCCCC21O
O=CC1CCC2C(COC3C4CCCC4CC(O)C23)C1,CN1CCC2CCC1CC2=N,C1=CC(=NC2CCCC2)N=C1,CC1(C2CCCC2)CC2CCCC(=O)CC2C1,CC(=O)C1CC(C2CC3CC=CCCC3C2)CC1
C[N+](=O)CCCOC,CCCN=CCN(CO)C(=O)C1=CNC=CCC1,C1CCC(COC(=O)C(CO)CC(CO)C(O))C1,CN1CCC2CCC1C2=NC,C1CCC(=O)CC1=CC=CO
C1CC(=O)C1CCC(=CC(=O)C1)C1,CC1NCCC(CC2CC(O)C3(C)CCN2CC3)CC1=O,C1OC(=O)C2CCC(O)(C(O)C3CCCO3)C(=O)COC1=O,O=C1CCCN(C2=C3CNCC=CC3CC2=O)CC1,C1(C(=O)CC2C=CCCC2)CC2CCCCC21
O=C1CCCCCC(=O)C1C2CCCC(CC1)CC2O,C1C(C(C(C(C(C1)C)C)C)C)C1,CC1CC(C)(O)CCN1CCC1CCC(O)(O)C1=CC1CC(O)C2CCC(O)C12,CCC1(O)COC2CC(C(C)C3NCC3=O)C(O)C21,CC1CCC2OC(CO)CC(O)C12O
CC(=O)CC(=O)C(C)CC=O,CC(=O)C(C(=O)N1CCCCC1)C1CCCCC1,C1(C2CCCC2)CC2CCCC(=O)CC2C1,C1C(=O)C(O)C1CC(=O)C1CCC(NCC2CCCCCC2)C1,O=C(C1CCCCCC1)C1CCCC(C2CCCC2)C1
C1CCC(C(=O)NC1)C,C1CCC(C(=O)C(=O)C1)CO,C1CC(C)(O)CCN1CCC1CCC1CCC(O)(O)C1=CC1CC(O)C2CCC(O)C12,CC(=O)CCCNC=O,O=C(C1CCCCCCC1)C1CCC2CCN1C(O)C2
CC1(CC(=O)C(O)C=O)CCC2CCC1C2,O=CC(O)C(=O)CC1CCC(C1)CC2CCC2,C1(C)CC2CCC(NC(O)(O)c3ccccc3O)(C2)C1,C1CC(=O)O1C1CCC(C(NCC2CCCCCC2)C1)C1,O=C1C=C(C(CCC2)CCC2=O)CC1
O=C(OCC1CCCC1)C(CO)CC(CO)CO,C1CCC(=O)C1CCC(=O)CO,CC1CCC(C(=N)C1)C=O,C1=CCCCC(C=N)C1=O,CN1CCC2CCC1C(=N)C2
CCC1(O)COC2CC(C(C3NCC(C(C)C(=O))C3)C)C(O)C21,CCC1C(=O)N(CCCC2CCC(C)C2)C(=O)C1C,C1CCC(C(=O)CNCC1)C1CCCCC1,C1CCC(=O)C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CCC1(O)COC2CC(C(C)C3NCC3=O)C(O)C21
C1CCC(=C)C1(C)OCC(CO)C(C)O,CC1(C(=O)CC2C=CCCC2)CC2CCCCC21,C1CCC2CCC1CC2=CC1=C2C=CC2C1,C1CCCCC(O)C1CCCCCC1,O=C(OCC1CCCC1)C(CO)CC(CO)CO
CC1C(C2CCCCOCC2O)C(=O)CCCCN1C,C1CCCOC(=O)C1C(=O)O,CC1CCCCC(CO)(CCC2CCCCNC2)N1,C1CCC1=CC(=O)N,CCC1(O)COC2CC(C(C)C3NCC3=O)C(O)C21
