smiles,rdkit3d_docking_score,sdf_docking_score,qed_score,sascore,logp,mw
C=C(CCC)C1CCCC(C2C3CC(C)CCC3C(C3CCCCC3C)C2CCC)C1C,-7.599999904632568,-8.2,0.345344155936762,0.5066656532307352,9.936099999999998,440.8000000000003
CCCCCC1C=C2C3CCN(CCCC)CC3CCC3C(C(C)=O)CCC(CC1)C23,-7.699999809265137,-7.4,0.2994335906255485,0.5519914482083779,7.282700000000009,427.7170000000003
C=C(C)C1=C=C2CCCC(C)C2C(C(=C)C(C)CC)CC(CC2=CCC=CC=C2)C1,-8.699999809265137,-8.0,0.3071191773558573,0.4515342367829511,8.911500000000002,402.66600000000017
C=CC(C=CCC=CCC1C(CF)C(CF)C(O)CC1C1OC=C(CC(=C)O)NC1C=C(C)C)CC,-6.599999904632568,-7.0,0.1884791650443588,0.3978872143201129,6.886000000000008,505.69000000000034
CCCC1C=C(C)CC(C(CC)CCC(C)O)C1,-5.900000095367432,-6.1,0.6358343875108506,0.5657735996575795,4.946200000000006,252.442
C=C1c2ccc(C)c3c2C(CCCC=CCC)C1CC1CCCC2CN4CCCC(C3)C4=C12,-8.100000381469727,-8.5,0.3286232098959083,0.4168906453539482,8.200320000000007,441.7030000000003
CCCC(C)CC12C=CCC3CCCC(C4C(C)CC5CC(C(=O)CCCN)CCC1(O)C54)C3(CC1=CC(C)=CCCC1)C2,-8.300000190734863,-8.0,0.2443661391005838,0.3521090765661158,9.739700000000004,603.9760000000001
CCC1=CC2CC3CCCCC2CC(C)(CCC2CC4CCC(C(C)CC)CC4C2CN2C(=N)CCC3C3CCCCC32)C1,-4.099999904632568,-10.5,0.319621754369685,0.280464750171998,11.692169999999988,603.0360000000004
CCC1CCCCc2c3c4c5c(c21)C(C)CC1CC(CC(=C=C(C)C(C)CC3)C51)CC1CCCCC1CCC(C)C(C)=C=C4,1000.0,-11.3,0.2253500592847511,0.2490976643485681,12.762299999999978,590.9800000000002
CCCCC(O)CC1C(CCC(C)C)CC(C(C)C2CCC3CCCCC32)CCC2CCCCC21,-7.699999809265137,-9.4,0.3254412082173751,0.5225231142376207,10.055199999999996,486.8690000000004
C=C(C)C1=CCC(CC(C)NCC(C)CC(C)CC)=C2CCCC(C)C=C=C12,-6.199999809265137,-6.4,0.4068922469274034,0.4958496924858094,7.531200000000008,381.64800000000014
CC(N)=C(C)C1CCC2C1=CC=C1CC3CC(C)CC3CCC12,-7.599999904632568,-9.0,0.6704797167070753,0.5086209449728318,5.594000000000007,311.5130000000001
C=C(C)CN(C1=C=C(C)CC=C=CC1=O)C(CCCC)c1cccc(Cl)c1,-7.300000190734863,-6.8,0.3749280003141261,0.5650153121088775,6.562600000000006,381.94700000000006
CC1CCCC2C3CC4CCCCC4C4CCC5(C)CCC(C1)C5C4C2CC1C(C)CCC13,-10.0,-10.8,0.3445766622752727,0.3631150384370937,9.3799,450.7950000000003
CC=C(C)C(C)CC1CC(C)C(CC=CCC(C)(C)CC(C=O)=C(C)N2CC(C)(CC)CCCC2CO)C2CCCC12,-7.699999809265137,-8.5,0.1335984509846627,0.44444444923362,10.155999999999995,581.9700000000004
C=C(C)C(CC)C(C1=CCC=CC1OC)C1CCC(CC)C1,-6.300000190734863,-6.7,0.5293322677366922,0.5179971380617479,5.932500000000006,302.502
C#CC1CCC(C)CCC1(CCN1CC=CCC1(CC)CCNNC=N)C(C)C,-6.300000190734863,-6.5,0.0921703781784034,0.4595998833158817,4.980470000000005,400.65500000000026
CCC(C)CC(C)CC1=CCC2CC(CCCC2(C(C)C)C2CCC(C)C2)C2C1CCC2(O)C1=CCCC=C1O,-8.100000381469727,-8.5,0.2950602720660003,0.3749042777934243,10.583299999999992,550.9120000000004
CC=C1C(=CC2CCCC2C)C2CCCCC2C1(C)C(C)CC1C=CC(CC)C(C=O)C1C,-7.599999904632568,-8.2,0.2916732763767658,0.4367685972476444,8.811200000000005,450.7510000000002
CC=CC1C(C(CCC(C)C)CC(CC)CCC)=C=CCCCC2CC(C)CC(CCC)C21,-6.400000095367432,-7.1,0.2030149825327868,0.4445285968583308,10.79149999999999,454.8270000000003
CCC1CCCCC1CCCC1C=Cc2c(C)ccc3c2C(=C1)CCC3,-6.800000190734863,-7.3,0.5101002604827416,0.594496700027657,7.744420000000007,348.5740000000001
CCCCCCC(C)C=C1CC(C)=C(C)CC1C(C)CC(C)CC(CC=C1CC(C)CC(C)C1)C1CCC(CC)C1,-7.300000190734863,-7.1,0.1369848832863668,0.4577603569959367,13.533199999999974,565.0270000000004
C=C(C)N1CCC(CC(C=CCC2=CCCC(C)C2)=CC(CC)C(C)O)C2C(C)CCC2C1,-7.300000190734863,-7.8,0.2829599529648299,0.4768406430807014,7.920400000000011,453.75500000000034
CCCC1CCCC2(CC)C3CC=CCC3C3C4=C(CCCC4)C(C(C)CO)CC1C32,-7.900000095367432,-7.9,0.4439252131576777,0.4737600704349202,7.94650000000001,424.7130000000002
CCCCC1C=C2C(CCC3C(CCC)CC(CO)C(CC4(C)CCC5CC=C(C)C(C)CC5CC4)C23)C2=C1CCC=C2,-9.100000381469727,-8.3,0.2804609486292512,0.4226951335319892,11.645499999999988,586.9890000000003
CC(C)CCCCC1CC2C(O)CC3CC4C3CC3C(C5CCC6=C5C5CC7C(C=CC5C6C)CCC(=O)C74)C4C(C)CCC4(C1)C23,-10.199999809265137,-8.8,0.2403291159910077,0.582353699970722,10.304399999999994,639.0210000000001
CCC(C)=C=C(CC)C1CC2C3=C(C4=CC=CC4)CC=CC3=CCC2C1CC,-8.100000381469727,-7.4,0.4284019151682673,0.475729091087208,8.029400000000006,372.5960000000002
CCC(C)c1cc2c(c3c1CCCC3)C(C(C)CC(C)(C)C)CC2CC(C)C,-7.400000095367432,-7.0,0.4609210725209445,0.5682899372410541,8.768200000000004,382.67600000000016
CCC(C)C1=CC2(CC=C(C)C)CC3=C4C(CCCCC4C2)CC3C2CCCC(C)C(C=CC3CCCC3(C)C1)C2,-8.800000190734863,-9.9,0.3020323042173835,0.2951903763602012,12.427099999999982,556.9630000000005
CCCC1CC2COC(C)C2C=CC2(C)CCCCC2C(=CC=O)CC2CCC(=C3CC(C)(C)CCC31)C2,-9.199999809265137,-9.0,0.2102463278166787,0.3408454724640347,9.6486,520.8420000000003
CCC(C)CC1=CCCC(C)CCC2C(CCCCC=CC1)C(C)CC(C)C2(C)C(C)C,-7.5,-8.7,0.3796084270782383,0.4866820379521034,10.636399999999991,442.8160000000004
C=CCC(C)C1C(C)CCCC2C=C=C(C(C)C)CC3CC4CCCCCC4C=C3C(O)C(=O)CC21,-8.399999618530273,-9.8,0.3155075605823042,0.3985866247644757,8.471300000000006,492.7880000000003
C=CCCCC1C(=C)CC2CC3CC4C=CCCC=C4OCC4=C(C=C(C)CC4=C)C3C21,-8.100000381469727,-9.0,0.3233174000532958,0.4011598937300416,8.260500000000006,428.6600000000003
CC1CCCC(C2C3=C(CC4C2CC(C(C)O)CCCC4(C)C)C(C)CC3)C1,-8.300000190734863,-9.2,0.4904671338795695,0.52043975014391,7.38870000000001,386.6640000000001
CC1CCCC2(C)CC(C3CC(CCC(C)C(C)C)CCC4C3C(CO)C3C5CC6CCCC6CC5=C=CC(C)C43)CC2C1,-9.699999809265137,-9.4,0.2998371589042506,0.3976847414045945,11.361999999999988,603.0320000000002
CCCCC1CCCC2C3C(CC(C)OC3CCCC23CC(=C=CC(C)=O)CC3C)CC1C,-8.0,-8.6,0.3152670902024621,0.3871624276783013,8.299600000000009,454.7390000000003
C=C(CC)C1C2=C3C4C(=CCC35CCCC(C)C5C2)CCC(CO)C4C(CCC)C2CC(C)C1C2,-7.900000095367432,-8.8,0.3931797719525905,0.2828116892211655,8.748700000000005,476.7890000000003
C=C(C)CC1CC2COCC3C2C(C1)C(C)C1CC(C(C)C)C2(C)C(C)C(CC(C)CC(C)C)C3C12,-7.400000095367432,-8.3,0.3189131067730956,0.4197351225721766,9.376300000000002,496.8640000000003
C=CC1C2CCCC2C2(O)CC(C)CC2C2C3C(CCCCC(C)C)CCC3CC(C)C12C,-7.800000190734863,-8.3,0.3148061237817592,0.4675104279501442,8.516800000000007,454.7830000000003
CCC1CC2CCCC3C2CCCC2C=CCC4CCCC(C=C=O)C(=CCC5C6CCCCCC6C(CC6CCCC6C)C5C1)C3C24,-9.0,-11.9,0.2181141110802726,0.2718960142009872,12.83689999999998,653.092
C=C1C=CC2C(C)C(CCC3=C(C)CC(CO)C3)C3C4=C=C(C)CCCC4CC3C2C1,-9.0,-8.4,0.3721537659382007,0.4128696353257838,7.407600000000008,418.6650000000002
CC(CC=O)CC(C)C(C)OC1CC(C)CC(C2CCCCCC2)C1,-6.900000095367432,-6.4,0.372860746816802,0.5757876532594826,6.418000000000007,350.5870000000001
CCC(C)CC=C1C(O)C2CCCC=C2C2CCCC3CCCC(O)C3C#CC(CC(C)(C)C)(C(=O)O)C12,-8.5,-8.9,0.2634796538532949,0.3841595687468542,7.1541000000000095,524.7860000000005
C=CCC(C)=C1CC(C(CC2C=CC(C)CCC2)C2CCC=C(CC)C2)CC1C,-7.400000095367432,-8.4,0.3776351391917492,0.4666539668477796,9.060300000000002,394.6870000000002
CC1C(C)C2NC(=O)C3C4=C(CC(Cl)C=C4)CC1C(C1C=CCC=C1)C32,-8.399999618530273,-8.6,0.5293040596129982,0.3641395527314124,4.635300000000004,369.9360000000002
CCC1CC(CC(C)C(CCO)C(C)C)C=CC(C(C)C(C)C(C)C)C2CC3=C2C1C=CC3,-7.300000190734863,-7.2,0.327171695331647,0.4007522037528675,8.706500000000004,454.7830000000002
