smiles,rdkit3d_docking_score,sdf_docking_score,qed_score,sascore,logp,mw
O=C(O)O,-3.4,-3.3,0.4217263084106903,0.8381586568916637,0.2224,62.02400000000001
OC(O)(O)O,-4.0,-4.2,0.2437362620688504,0.7373161768621473,-2.4331,80.039
OCC(F)C(O)(O)c1ccccc1,3.1,-0.6,0.5889226763332082,0.6915609266983903,0.1543999999999999,186.182
CCCC=C1CCCCCC1=O,3.4,4.9,0.4543599679276109,0.7472077443117049,3.246100000000002,166.26399999999995
CC(=CC=O)c1ccccc1,1.6,0.8,0.4618331838007393,0.7922947554521629,2.2888,146.18899999999996
O=C=CC(=O)O,-3.6,-3.7,0.3440920070061125,0.6268472528636917,-0.5411999999999999,86.04599999999999
O=C(O)C(=O)O,-3.8,-3.9,0.3799491377558577,0.83134528836665,-0.8443999999999998,90.03399999999998
C=C(CC#CF)NC=C=CC,7.1,6.6,0.4808068097062868,0.4828213509856615,2.0988999999999995,151.18399999999997
C=C1CCC(=CCC(C)C(O)(O)CCCCCCC2CCC(C)CC2)C1,91.4,72.3,0.2634713454098213,0.6183842782082735,6.526900000000008,362.5980000000002
O=C(O)C(=O)O,-3.8,-4.1,0.3799491377558577,0.83134528836665,-0.8443999999999998,90.03399999999998
NCC1CC(=O)N(O)C1,-0.4,-0.6,0.4557350453750332,0.6227247768008931,-0.8171999999999999,130.14700000000002
C=C(O)C(=O)O,-3.5,-3.5,0.353852786462413,0.7434307321536323,0.1426999999999999,88.06199999999998
O=C(O)C1C=CCC=C1,0.1,-0.7,0.5331586060300778,0.6557285838928288,1.2033,124.13899999999995
O=C(O)C(=O)O,-3.8,-3.8,0.3799491377558577,0.83134528836665,-0.8443999999999998,90.03399999999999
N=C1CC(c2ccccc2)CN1,3.1,1.9,0.6446101657280623,0.6856287675365111,1.74077,160.21999999999997
O=C1CCNC1=O,-1.4,-1.6,0.3988817952935546,0.708422661590507,-0.9246000000000004,99.089
O=C(O)C(O)CO,-3.6,-4.0,0.3968897663016493,0.7137867007714934,-1.5757999999999996,106.07699999999998
O=NC1=CCC=CC1=O,1.6,1.5,0.4910230073459124,0.6078801531235982,1.1657,123.111
O=C(O)CC(=O)O,-3.8,-3.5,0.464877093759921,0.7947908540172752,-0.4542999999999997,104.06099999999998
CCC=CCC=C=CCC=C=O,18.4,3.7,0.3449205668145067,0.5850721334519764,2.831900000000001,162.23199999999997
O=C1CCC2CCC=CCC12,11.2,6.1,0.4842147705691553,0.6539465426398623,2.3218000000000005,150.221
C=C(O)C(=O)O,-3.5,-3.5,0.353852786462413,0.7434307321536323,0.1426999999999999,88.06199999999998
