init_top20,bo_top20
-11.899999618530272,-12.699999809265137
-11.800000190734863,-12.5
-11.600000381469728,-12.5
-11.600000381469728,-12.399999618530272
-11.399999618530272,-12.300000190734863
-11.300000190734863,-12.300000190734863
-11.300000190734863,-12.100000381469728
-11.199999809265137,-12.100000381469728
-11.199999809265137,-11.800000190734863
-11.199999809265137,-11.5
-11.100000381469728,-11.5
-10.899999618530272,-11.5
-10.800000190734863,-11.5
-10.800000190734863,-11.5
-10.800000190734863,-11.5
-10.800000190734863,-11.399999618530272
-10.800000190734863,-11.300000190734863
-10.800000190734863,-11.300000190734863
-10.699999809265137,-11.199999809265137
-10.699999809265137,-11.199999809265137
