init_top40,bo_top40
-9.5,-9.699999809265137
-9.5,-9.199999809265137
-9.2,-9.199999809265137
-9.2,-9.100000381469728
-8.8,-9.0
-8.7,-8.899999618530273
-8.7,-8.800000190734863
-8.7,-8.699999809265137
-8.7,-8.600000381469727
-8.6,-8.199999809265137
-8.6,-8.199999809265137
-8.5,-8.0
-8.5,-8.0
-8.4,-8.0
-8.4,-7.699999809265137
-8.4,-7.5
-8.4,-7.300000190734863
-8.3,-7.199999809265137
-8.2,-7.099999904632568
-8.2,-7.099999904632568
-8.1,-7.099999904632568
-8.1,-7.099999904632568
-8.1,-7.0
-8.0,-7.0
-8.0,-7.0
-7.9,-7.0
-7.9,-6.900000095367432
-7.8,-6.800000190734863
-7.7,-6.800000190734863
-7.7,-6.800000190734863
-7.6,-6.699999809265137
-7.6,-6.5
-7.6,-6.5
-7.6,-6.400000095367432
-7.6,-6.199999809265137
-7.6,-6.099999904632568
-7.6,-6.099999904632568
-7.5,-6.0
-7.5,-6.0
-7.5,-6.0
