init_top30,bo_top30
-13.699999809265137,-15.5
-13.699999809265137,-15.300000190734863
-13.699999809265137,-15.199999809265137
-13.5,-14.399999618530272
-13.100000381469728,-14.300000190734863
-13.0,-14.300000190734863
-12.899999618530272,-14.300000190734863
-12.699999809265137,-14.199999809265137
-12.600000381469728,-14.0
-12.600000381469728,-13.899999618530272
-12.399999618530272,-13.699999809265137
-12.300000190734863,-13.5
-12.199999809265137,-13.5
-12.100000381469728,-13.5
-12.100000381469728,-13.399999618530272
-12.0,-13.399999618530272
-11.899999618530272,-13.300000190734863
-11.899999618530272,-13.300000190734863
-11.800000190734863,-13.300000190734863
-11.699999809265137,-13.300000190734863
-11.699999809265137,-13.300000190734863
-11.399999618530272,-13.199999809265137
-11.399999618530272,-13.100000381469728
-11.300000190734863,-13.100000381469728
-11.300000190734863,-13.0
-11.300000190734863,-13.0
-11.199999809265137,-12.899999618530272
-11.0,-12.899999618530272
-10.899999618530272,-12.899999618530272
-10.899999618530272,-12.800000190734863
