init_top20,bo_top20
-11.100000381469728,-10.199999809265137
-10.300000190734863,-9.699999809265137
-9.800000190734863,-9.399999618530272
-9.300000190734863,-9.300000190734863
-9.100000381469728,-9.199999809265137
-9.0,-9.100000381469728
-8.899999618530273,-9.100000381469728
-8.699999809265137,-9.0
-8.699999809265137,-8.899999618530273
-8.600000381469727,-8.899999618530273
-8.600000381469727,-8.899999618530273
-8.300000190734863,-8.800000190734863
-8.199999809265137,-8.800000190734863
-8.100000381469727,-8.800000190734863
-8.100000381469727,-8.699999809265137
-8.100000381469727,-8.699999809265137
-8.100000381469727,-8.699999809265137
-7.900000095367432,-8.699999809265137
-7.900000095367432,-8.600000381469727
-7.900000095367432,-8.600000381469727
