init_top40,bo_top40
-13.5,-13.100000381469728
-11.899999618530272,-13.0
-11.800000190734863,-12.800000190734863
-11.5,-12.5
-11.5,-12.399999618530272
-11.300000190734863,-12.300000190734863
-11.300000190734863,-12.199999809265137
-11.100000381469728,-12.100000381469728
-11.0,-12.0
-11.0,-11.899999618530272
-10.899999618530272,-11.800000190734863
-10.800000190734863,-11.800000190734863
-10.699999809265137,-11.600000381469728
-10.699999809265137,-11.5
-10.699999809265137,-11.5
-10.699999809265137,-11.5
-10.600000381469728,-11.5
-10.5,-11.399999618530272
-10.5,-11.399999618530272
-10.399999618530272,-11.399999618530272
-10.300000190734863,-11.300000190734863
-10.300000190734863,-11.300000190734863
-10.199999809265137,-11.300000190734863
-10.100000381469728,-11.199999809265137
-10.100000381469728,-11.199999809265137
-10.100000381469728,-11.100000381469728
-10.100000381469728,-11.0
-9.899999618530272,-10.899999618530272
-9.899999618530272,-10.899999618530272
-9.899999618530272,-10.800000190734863
-9.800000190734863,-10.800000190734863
-9.800000190734863,-10.800000190734863
-9.800000190734863,-10.699999809265137
-9.699999809265137,-10.699999809265137
-9.699999809265137,-10.600000381469728
-9.699999809265137,-10.600000381469728
-9.699999809265137,-10.5
-9.699999809265137,-10.5
-9.699999809265137,-10.300000190734863
-9.699999809265137,-10.300000190734863
