init_top30,bo_top30
-6.800000190734863,-7.5
-6.599999904632568,-7.5
-6.5,-7.400000095367432
-6.400000095367432,-7.400000095367432
-6.400000095367432,-7.400000095367432
-6.400000095367432,-7.199999809265137
-6.300000190734863,-7.199999809265137
-6.099999904632568,-7.0
-6.0,-6.900000095367432
-6.0,-6.800000190734863
-6.0,-6.800000190734863
-6.0,-6.699999809265137
-6.0,-6.699999809265137
-5.900000095367432,-6.699999809265137
-5.900000095367432,-6.699999809265137
-5.800000190734863,-6.599999904632568
-5.800000190734863,-6.599999904632568
-5.800000190734863,-6.599999904632568
-5.800000190734863,-6.599999904632568
-5.800000190734863,-6.5
-5.800000190734863,-6.5
-5.800000190734863,-6.5
-5.800000190734863,-6.5
-5.599999904632568,-6.400000095367432
-5.599999904632568,-6.400000095367432
-5.599999904632568,-6.400000095367432
-5.599999904632568,-6.400000095367432
-5.599999904632568,-6.400000095367432
-5.599999904632568,-6.300000190734863
-5.599999904632568,-6.300000190734863
