init_top20,bo_top20
-12.800000190734863,-12.5
-12.600000381469728,-12.100000381469728
-12.100000381469728,-12.0
-11.699999809265137,-12.0
-11.600000381469728,-12.0
-11.5,-12.0
-11.199999809265137,-11.800000190734863
-11.100000381469728,-11.800000190734863
-11.0,-11.699999809265137
-11.0,-11.699999809265137
-10.800000190734863,-11.600000381469728
-10.699999809265137,-11.399999618530272
-10.699999809265137,-11.300000190734863
-10.600000381469728,-11.199999809265137
-10.300000190734863,-11.100000381469728
-10.100000381469728,-11.0
-10.100000381469728,-10.800000190734863
-10.100000381469728,-10.800000190734863
-10.0,-10.800000190734863
-10.0,-10.699999809265137
