init_top30,bo_top30
-13.800000190734863,-15.199999809265137
-13.100000381469728,-15.0
-12.699999809265137,-14.800000190734863
-11.600000381469728,-14.600000381469728
-11.600000381469728,-14.5
-11.5,-14.5
-11.5,-14.300000190734863
-11.5,-14.300000190734863
-11.199999809265137,-13.899999618530272
-11.100000381469728,-13.699999809265137
-11.100000381469728,-13.600000381469728
-11.0,-13.600000381469728
-11.0,-13.5
-10.899999618530272,-13.399999618530272
-10.899999618530272,-13.199999809265137
-10.699999809265137,-13.199999809265137
-10.600000381469728,-13.199999809265137
-10.399999618530272,-13.100000381469728
-10.399999618530272,-13.0
-10.300000190734863,-13.0
-10.199999809265137,-12.899999618530272
-10.100000381469728,-12.899999618530272
-10.0,-12.800000190734863
-9.899999618530272,-12.600000381469728
-9.800000190734863,-12.5
-9.699999809265137,-12.5
-9.600000381469728,-12.5
-9.5,-12.300000190734863
-9.0,-12.300000190734863
-9.0,-12.199999809265137
