0,1,2,3,4
O=C1c2cc(ccc2c1c3ccc(cc3)C(F)C)C1Nc2ccc(cc2)Nc1c3ccccc3N1CCCCCn1c2ccccc2N1,O=C1c2ccccc2C(=O)c1c3ccc(cc3)cc2c1nc1CCCCCn1c2ccc(cc2)c3ccccc3c2nccc21,O=C1c2ccccc2c1c3ccc(cc3)C(=O)c1ccc(cc1)Nc1ccc(cc1)Nc1cccc2c1Nc2CCCCC1c2ccccc2N,O=C1c2cc(cc3ccc(F)cc3)cc(c2n1)c2nccc2c1cccc1n1CCCCCn1ccc2cnccc21,O=c1c2cc(-c3ccc(F)cc3)cc(O)c2ncn1CCCCCn1ccc2c[nH]c3ccccc23
O=c1c2cc(-c3ccc(cc3)cc2)cc(O)c2ncn1CCCCCn1ccc2cnccc21,C1=CC(=O)C2=CC=CC3=C2C(C(=O)C4=CC=CC=C4)C5=C3C(C(C(C(C(C(C(C5)N)N)C)N)C)C)N1C6=CC=CC=C6,C1=CC(=O)C2=C1C(=O)C3=CC=CC=C3C4=CC=CC=C4C5=CC(=C(C=C5)C6=CC=CC=C6)C2=NC=CC7=C1C(=O)C8=C(C(=C(C=C8)C9=CC=CC=C,O=c1c2cc(c3ccc(F)cc3)cc(O)c2n1c1ccccn1c2ccccc2,C1=CC=CC2=C1C(=O)C(=O)C3=CC=CC=C3C4=CC=CC=C4C5=C6C=CC(=C7C(=O)N7)N6C(=C8C(=O)N8)C5=CC=CC=C2C9=CC=CC=C9N
C1=CC=C(C(=O)Nc2ccc(cc2)S(=O)(=O)c3ccc(cc3)F)c1c1ccccc1Nc2c1cccc2C1=CC=C(C(=O)Nc2ccc(cc2)S(=O)(=O)c3ccc(cc3)F)c1,C1=CC=CC=C1Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Fc1ccc(cc1)Fc1ccccc1Nc1ccc(cc1)Nc1c(cccc1)C(=O)Oc1ccc(cc1)N,O=C(NCC1=CC=CC(S(=O)(=O)C2=CC=CC(F)C(F)C2)C=CC1)C1=CC=NC2=CC=NC2=C1,C1=CC=C(C(=O)Nc2ccc(cc2S(=O)(=O)c3ccc(F)c(F)c3)C1)C1=CC=CC=C1N2C=NC3=C2C=NC3,O=C(NCC1=CC=CC=C1S(=O)(=O)C2=CC(=C(C(=C2)F)F)C3=CC=CC=C3)C1=CC=NC2=CC=NC2=C1
O=C(NCCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2ccnc2c1,C1=O(NCCc1c2ccc(S(=O)(=O)c3cc(F)cc(F)c3)c2)C1c1ccccc1Nc2ccccc2C1,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2ccnc2c1,C1=Oc2ccc(cc2)Nc3ccc(cc3)Nc4ccc(cc4)Nc5ccc(cc5)Nc6ccccc6S(=O)(=O)c7cc(F)cc(F)c7,C1=NC(=O)C(C2=CC=CC(F)=C(F)C2)C3=CC=CC(F)=C(F)C3C1C4=CC=CC5=C4N=CC(=O)N5
C1=CC=CC(S(=O)(=O)C2=CC=CC(F)C(F)C2)C(=O)NCC1c1ccccc1Nc1cnc2ccccc1c2,C1=CC=CC(S(=O)(=O)C2=CC=CC(F)C(F)C2)C(=O)NCC1c1ccnc2ccnc1c2,O=C(NCC1=CC=CC(S(=O)(=O)C2=CC=CC(F)C(F)C2)C=CC1)c1ccnc2ccnc1c2,C1=CC=CC2=CC=CC(S(=O)(=O)C3=CC=CC(F)C(F)C3)C=CC1C(=O)Nc1ccccc1Nc1ccccc1,C1=CC(=O)NCC1CC1=CC=CC(S(=O)(=O)C2=CC=CC(F)C(F)C2)C=CC1C1=CC=CC1Nc1ccc(cc1)-c1ccc(cc1)n1
O=C(Nc1ccc(cc1)S(=O)(=O)c1c(cc2ccc(F)c(F)c2)c1)c1ccn2ccnc2c1,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2ccnc2c1,O=C(NCC1=CC=CC=C1S(=O)(=O)C2=CC(=C(C=C2)F)C(F)C2=CC=CC=C2)C1=CC=NC2=C1C=NC2=C1,O=C(NCC1=CC=CC=C1S(=O)(=O)C2=CC(=C(C=C2)F)C(F)C2=CC=CC=C2)C1=CC=NC2=CC=NC2=C1,C1=NC2=C(C(C(C(C(C(N(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
O=C(NCC1=CC=CC=C1S(=O)(=O)C1=CC=CC(F)C(F)C2=CC=CC2)C1=CC=CC(F)C(F)C2=CC=CC2C1=CC1=NC2=CC=CC=C2,C1=Oc2ccccc2Nc3ccccc3S(=O)(=O)c1c(cc(F)c(c3ccccc3)c4ccccc4)c1c(cc(F)c(c5ccccc5)c6ccccc6)c1c1ccc(cc1)Nc7ccccc7c1,C1=O[N]C2=CC=CS(=O)(=O)C3=CC=CC=C3C4=CC=CC=C4C5=C6C(=C(C(=C(C(=C6C(=C5C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9)C,O=C(NCc1ccccc1S(=O)(=O)c1ccc(F)c(C(F)c2ccccc2)c1)c1ccnc2ccnc2c1,C1=NC(=O)C2=C(C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4C5=CC=CC=C5C6=C(C7=CC=CC=C7)N(C8=CC=CC=C8)C9=CC=CC=C9C1=C5C2=C4
C1=NC2=CC=CC=C2S(=O)(=O)C3=CC=CC=C3C4=CC=CC=C4C5=CC=CC=C5C6=CC=NC7=CC=CC=C7C8=CC=NC9=CC=CC=C9C(=O)N1C(=O)C(=,C1=CC=C(C(=O)Nc2ccc(cc2)S(=O)(=O)c3ccc(cc3)C(F)c4ccccc4C(F)c5ccccc5)c1C(=O)Nc6ccc(cc6)Nc7ccccc7C(=O)c8ccccc8C(=O)c9ccccc9,C1=CC=CC=C1N1C=Oc2ccccc2S(=O)(=O)c1ccc(F)c(C(F)c2ccccc2)c1c1ccc(cc1)c1cnc2ccnc1c2,C1=CC(=O)Nc2ccccc2S(=O)(=O)c1c3c(cccc3F)c4ccc(cc4C(F)c5ccccc5)c1Nc6ccccc6c1,O=C(NCc1ccccc1S(=O)(=O)c1ccc(F)c(C(F)c2ccccc2)c1)c1ccnc2ccnc2c1
O=C(NCC1=CC=CC(S(=O)(=O)C2=CC(F)C=CC(F)C2)=CC1)C1=CC=NC2=CC=NC2=C1,C1=Oc2ccccc2Nc3ccc(cc3)S(=O)(=O)c4ccc(cc4)Fc5ccc(cc5)Fc6ccccc6C(=O)c1c2ccccc2n2ccnc2c1,C1=Oc2ccc(cc2)Nc3ccc(cc3)S(=O)(=O)c4ccc(cc4)Fc5ccc(cc5)Fc6ccccc6Nc7ccccc7C1,O=C(Nc1ccc(cc1)S(=O)(=O)c1c(cc(F)c(F)c1)c1ccccc1)c1ccn2ccnc2c1,C1=Oc2ccccc2Nc3ccc(cc3)S(=O)(=O)c4ccc(cc4)Fc5ccc(cc5)Fc6ccccc6C1c7ccccc7Nc8ccccc8Nc9ccccc9N1
C1=O(Nc1c(ccc1c1cc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2ccnc2c1)cc1,O=C(NCC1=CC=CC=C1S(=O)(=O)C2=CC(F)=C(F)C=C2)C1=CC=CC=C1N2=CC=NC2=C1,C1=CC(=O)Nc2ccc(cc2)C(=O)Nc1c1ccc(cc1)S(=O)(=O)c1cc(F)cc(F)c1,C1=O(NC1c1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2ccnc2c1,C1=O(Nc2ccccc2c3ccc(cc3)S(=O)(=O)c4cc(F)cc(F)c4)c5ccccc5c1c1ccn2ccnc2c1
