init_top30,bo_top30
-9.699999809265137,-10.399999618530272
-9.199999809265137,-10.0
-9.100000381469728,-9.800000190734863
-9.100000381469728,-9.699999809265137
-9.0,-9.699999809265137
-9.0,-9.600000381469728
-8.800000190734863,-9.300000190734863
-8.800000190734863,-9.199999809265137
-8.699999809265137,-9.199999809265137
-8.699999809265137,-9.199999809265137
-8.600000381469727,-9.199999809265137
-8.600000381469727,-9.100000381469728
-8.600000381469727,-9.100000381469728
-8.600000381469727,-9.0
-8.399999618530273,-9.0
-8.399999618530273,-8.899999618530273
-8.399999618530273,-8.800000190734863
-8.300000190734863,-8.800000190734863
-8.199999809265137,-8.699999809265137
-8.199999809265137,-8.699999809265137
-8.199999809265137,-8.600000381469727
-8.100000381469727,-8.600000381469727
-8.100000381469727,-8.5
-8.100000381469727,-8.5
-8.100000381469727,-8.5
-8.100000381469727,-8.5
-8.0,-8.5
-8.0,-8.5
-7.900000095367432,-8.5
-7.900000095367432,-8.5
