Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
CC1CC2OC(=O)C=C(O)C(Cl)C34CCCCC(CC1(O)CC2CC(O)C(O)CC1CCC2CC1CC2CC3=O)C4,-9.600000381469727,0.22439999594692064,593.2010000000001,5.222300000000006,0.25464375122604366,repairer
O=C1C=C(O)C(Cl)C2CC3CC(C3)C3(O)CCC(O1)C(CC(O)C(O)CC1CCC4CC1CC4CC2=O)C3,-8.899999618530273,0.2647562915184174,551.1200000000003,4.052000000000003,0.27436634168680785,repairer
O=C1C=C(O)C(Cl)C23CCCCC(CC4(O)CCC(O1)C(CC(O)C(O)CC1CCC5CC1CC5CC2=O)C4)C3,-8.300000190734863,0.23602720576382435,579.1740000000001,4.9763000000000055,0.27093312052585417,repairer
CCCC1CC(CC(C)C)C=COCC1O,-5.099999904632568,0.7961858199041444,226.35999999999999,3.3599000000000028,0.570675552267309,repairer
CC(=O)CCCC(C)CCC1CCC(O)C2CC(C)CCC12,-5.800000190734863,0.7194748204762327,308.5060000000001,4.985300000000005,0.5958278347812418,repairer
CC(=O)CCCC(C)CCC1CCC(O)C2CCC(C)CC12,-6.0,0.7194748204762327,308.50600000000003,4.985300000000005,0.5964711134697664,repairer
C=C(C)C1C(C(C)O)CC2CC(C(C)C)C(C(=O)O)C(C(C)C)C(=O)C3(C(C)F)CC4C(CCC41C(C)O)CC3CC2C(C)C,-5.5,0.2344862042258546,632.9420000000001,8.22370000000001,0.2292947393644436,repairer
CC(=O)COC1C(C)CC2=C3CC(O)CCC3CC2(C)CC1O,-6.099999904632568,0.7839650491144302,322.445,2.619000000000001,0.5189170633160272,repairer
CC1C(=O)C(=O)CCOC2CCC3(O)CC2CC(O)C(O)CC2CCC4CC2CC4CC(=O)C(CC2CC3C2)C1Cl,-8.5,0.28396078678880227,593.2010000000002,4.247900000000002,0.2661682578032162,repairer
CC(=O)COC1C(O)CC2(C)CC3CCC(O)CC3=C(C)CC1C2,-6.5,0.7776252919871325,336.4720000000001,3.009100000000001,0.4525441878825953,repairer
CC1C(=O)C(=O)CCOC2CCC3(O)CC2CC(O)C(O)CC2CCC4CC2CC4CC(=O)C(CC2CC3C2)C1CCl,-7.199999809265137,0.29687276019395714,607.2280000000002,4.495500000000003,0.26276980727384397,repairer
