0,1,2,3,4
C1CCC(C(=O)O)C(=O)C(C)C(C(=O)O)C1CCC(C)C(O)CC(C)C,C1CCC(C(C)C=CC=CC1)C(C(C)C(=O)O)C(C)OCC1CCCCC1,C1CCC(C(=O)O)CC(C(C)C=CCC(CCC(=O)C)CC)OC(=O)C1,C1CCC(C(=O)O)C(C(C)C(=O)C(C)C(C)C(C)C(C)C(C)C1)COC(=O)C1CCCCC1,C1CCC(C(=O)O)C(C)C(=O)C(C)C(C)C(C(=O)O)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C1
CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,C1CCC(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C
C1CCC(C(=O)O)C(C(=O)O)C(C)C(C(C(C)C)C)C(C)C1,C1CCC(C(=O)O)C(C(=O)O)CC(C(C)C=CC)CC1OC(C)C1CCCCC1,C1CCC(=O)OCC(C(C)C=CC(=O)C1)C(C)C(=O)COCC(C)CCCC1,C1CCC1CCC(=O)OCC(=O)C(C(C)C)CC(C)C,CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C
CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,CC=CCC1C(CCC(O)CO)=C(OCCC=C(C)O)OC1C,CC=CCC1C(C(CCO)C)C(=O)O1C(C(C(C)C=C)C=O)COC1C
C(C(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2)C,C1CCC(C(=O)C(C)C1)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2,CC(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2,CC(CO)CCOC1CCC2(C=CCCC2)OC2=C1CC(CN1CCCC3CCCCC31)C2,C1CCC(C(C(=O)C)COC1)C1CCC2(C=CCC2)C(C(=O)C)C1(C(C(C)C)C(C)C)C(C(=O)C)C1
CC(=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C),CC1CCC(=O)C(C(C)CO)C1=C(C(C)O)C(C(C)O)C1,CC(=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C),CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,CC1CCC(=O)C(C(C)C(O)CO)C1=C(C(C)C=CC=C(C)O)OC1C
CC1CCC(=O)C(C(C(C(O)CO)C(=O)C1=CC=C(C)O)OC)C1,CC=CCC1C(CCC(O)CO)=C(OCCC=C(C)O)OC1C,CC(=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C),CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C,CC=CCC1C(CCC(O)CO)=C(OCCC=C=C(C)O)OC1C
C=C(C)C=CCC(C(C)CC(C)OC(=O)C)OC(=O)C1CCCCC1,C1CCC(C)C=CCC(CCC(O)CC)OC(=O)COCC1CCCCC1,C1CCC(C(=O)O)C(C(=O)O)C1CCC(C)CC(=O)OCCC1CCCCC1,C1CCC(C(=O)O)C(C(=O)O)CC(C(C)C)C(C)C(C)C(C)C1,C1CCC(C(C(=O)O)CCOCC(=O)C)C1CCC(=O)C
C1CCC(C1)CCC(CCC2C(C(C(C(C2)C)C)C)O)C(=O)OCC1CCCCC1,C1CCC1C(C(=O)O)C(C(=O)O)C(C)C(C)C(=O)C(C)C1CCCCC1,C(C)C=CCC(CCC(C(C)O)CC)OC(=O)COCC1CCCCC1,C1CCC(C(=O)O)C(C(=O)O)CC1CCC(=O)C(C)C,C1CCC1CCC(C(=O)O)C(C)C(=O)C(C)C(=O)C(C)C(O)C(C)C
C1CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CC1CC(CCC(CCC(CCC(CCC(C(=O)OCC2CCCCC2)C)C)C)C(=O)OCC2CCCCC2)C(O)C(C)C1C,C1CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1CCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
