Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
CC(=C(NNC=NC1C=CC(O)=C(C(F)C(C(F)C2C=CC=CC=C2)C(C)(O)O)C1CF)c1ccccc1)C1CC1,-6.699999809265137,0.09808170075309648,569.668,5.577900000000007,0.43727188427075203,repairer
CC1CCCC(C(C)CC(C)C(CCC(O)CCOCC(O)C(C)CC(C)C(C)C)C(C)CC(C)C(O)C(C)O)OC1,-5.5,0.1049196531844657,600.9660000000003,7.10110000000001,0.45348910009170085,repairer
CC1CCCCC(C2CC3CC(C)C(C3)C2(C)C(=O)C(C)C(=O)O)C1=O,-7.300000190734863,0.5956431094435604,362.5100000000001,4.360100000000004,0.4594058705217302,repairer
CC(C1CCCCC1)C(O)C(C)C1CC(CCO)C2CCCCC2C1,-7.599999904632568,0.6717291596593981,350.5870000000002,5.414800000000006,0.5687802714662249,repairer
OCC1CC(C23CSCC(CCCC2O)C3)C1O,-7.300000190734863,0.7081183737468253,272.40999999999997,1.2599999999999998,0.4359823921571075,repairer
CC(CCC1CCCC1)C(C)OC(O)C(C)C(O)C1=CC=C(O)C(=O)C1,-7.199999809265137,0.5422451301028183,366.49800000000016,3.6545000000000023,0.5213195323114567,repairer
CCC(=O)C1=CCC2C(C(=O)C(F)C(C)CC(C)C)CC(CC(C)CC(C)C)C2(C)CC1,-6.699999809265137,0.3207529704780658,448.70700000000033,7.99610000000001,0.504641972357902,repairer
CC1CCC(=O)CC2CC(C(=O)O)CC3C2C1C1(C)CCCC31,-8.199999809265137,0.7897406883446855,318.45700000000016,4.154900000000003,0.5475783338956332,repairer
CC(=O)C1(C(=O)C(C)C(C)C)CCCC1C,-6.099999904632568,0.6869070590068999,224.34399999999994,3.243000000000002,0.6094469397822332,repairer
Oc1ccccc1C(C1=C=CC=C1)C(C1=C=CC=C1)C(c1ccccc1)c1ccccc1-c1ccccc1,-8.399999618530273,0.24555394333963818,488.63000000000017,8.893700000000003,0.5509716434501144,repairer
CC(C)C(=O)C1CC2CC(CCC3(C)CCCC(C)C(C)C(C)C3)C3CC(C)(C)CC3C3CCCC(O1)C23,-6.800000190734863,0.35619679966290957,526.8900000000003,9.7426,0.452070466618283,repairer
CC(O)C1CCCC1CCC(O)C(COC(=O)O)C1CCC1CCC1CO1,-6.5,0.37269426276562573,384.51300000000026,3.4406000000000025,0.5091369640476759,repairer
OCCC1C(O)CC2(C3CC(CO)C3O)CSCC1C2,-6.400000095367432,0.6072226087819594,302.43600000000004,0.4783999999999998,0.4209956551249635,repairer
C1=CC=CC=1C(c1ccccc1)C(C1=C=CC=C1)c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1,-8.100000381469727,0.1737038159632362,534.7020000000002,10.857599999999987,0.5998761879804917,repairer
