init_top50,bo_top50
-8.6,-8.800000190734863
-8.4,-8.699999809265137
-7.8,-8.699999809265137
-7.8,-8.699999809265137
-7.7,-8.300000190734863
-7.5,-8.199999809265137
-7.5,-8.100000381469727
-7.4,-8.100000381469727
-7.3,-8.0
-7.2,-8.0
-7.2,-8.0
-7.1,-7.800000190734863
-6.8,-7.800000190734863
-6.8,-7.800000190734863
-6.7,-7.699999809265137
-6.7,-7.599999904632568
-6.7,-7.599999904632568
-6.6,-7.599999904632568
-6.6,-7.599999904632568
-6.5,-7.5
-6.5,-7.5
-6.5,-7.5
-6.5,-7.400000095367432
-6.5,-7.400000095367432
-6.4,-7.400000095367432
-6.3,-7.300000190734863
-6.3,-7.300000190734863
-6.2,-7.199999809265137
-6.2,-7.199999809265137
-6.2,-7.199999809265137
-6.2,-7.199999809265137
-6.0,-7.199999809265137
-6.0,-7.199999809265137
-6.0,-7.099999904632568
-5.9,-7.099999904632568
-5.9,-7.0
-5.9,-7.0
-5.9,-7.0
-5.8,-7.0
-5.8,-7.0
-5.8,-7.0
-5.8,-7.0
-5.8,-6.900000095367432
-5.7,-6.900000095367432
-5.7,-6.900000095367432
-5.7,-6.900000095367432
-5.6,-6.800000190734863
-5.6,-6.800000190734863
-5.5,-6.800000190734863
-5.5,-6.699999809265137
