init_top20,bo_top20
-9.0,-8.300000190734863
-8.0,-8.0
-8.0,-7.900000095367432
-8.0,-7.900000095367432
-7.900000095367432,-7.699999809265137
-7.699999809265137,-7.699999809265137
-7.699999809265137,-7.599999904632568
-7.699999809265137,-7.599999904632568
-7.599999904632568,-7.5
-7.599999904632568,-7.5
-7.599999904632568,-7.400000095367432
-7.5,-7.400000095367432
-7.5,-7.300000190734863
-7.400000095367432,-7.300000190734863
-7.400000095367432,-7.300000190734863
-7.300000190734863,-7.300000190734863
-7.300000190734863,-7.199999809265137
-7.199999809265137,-7.199999809265137
-7.099999904632568,-7.199999809265137
-7.099999904632568,-7.099999904632568
