smiles,rdkit3d_docking_score,sdf_docking_score,qed_score,sascore,logp,mw
OC1CC(O)C(O)C1O,-5.3,-6.3,0.3038475249042549,0.6414610849646979,-2.1663,134.131
CC1CCCC2C3CCC(C)C(C)(CO)C3C(O)C(O)C12,3.6,5.4,0.6963030370484928,0.5344133707503053,2.4351000000000003,296.451
O=C1C(CO)CC2C(O)C(=O)C3C(O)CC1C23,-7.1,-6.7,0.5315952867293425,0.5099112165267589,-1.2593000000000003,240.255
CC1CCCC2CCC3C4CCNC(=O)C4C1C23,-3.8,-2.9,0.7004639157148044,0.5617595183735217,2.8309000000000006,247.382
CC(O)C(=O)C(O)C[PH2](O)O,-6.1,-5.8,0.3808687168051197,0.4644298439219135,-1.9417000000000004,184.128
CCCCC(C(C)CCO)C1CCCC1CC(C)(C)C,-2.5,-1.9,0.6084040204740324,0.5934697531938177,5.6638000000000055,282.512
CC1C(C(=O)O)C(O)C(O)(O)C1O,-6.9,-7.2,0.2991332179470296,0.568151812860284,-2.2604,192.167
O=C(O)C1CC2CCCC2C1O,-6.2,-5.8,0.6135038312454812,0.6371053817203828,0.8680999999999999,170.20799999999994
O=CCC(O)C(O)CCC(=O)O,-5.7,-5.7,0.4586201194273678,0.6579080125605633,-0.8380000000000001,176.168
O=C(O)OC(CO)C(O)C(=O)O,-5.7,-6.0,0.3872746663061528,0.6364673624364937,-1.5126,180.11199999999997
NC12CC(O)CC3CC(CO)CC(C(O)C(O)C1O)C32,-5.9,-6.4,0.3372096226744896,0.4958225230249588,-1.8141999999999976,287.356
CC(=O)C(C)CCC(C)(C)O,-5.1,-5.2,0.6765818401804162,0.6990794028680847,1.7626,158.241
O=C1CCCCOC1C(O)C(O)CO,-6.6,-6.1,0.5394552233022918,0.6253632300809226,-1.1612999999999996,204.22199999999995
CC1CCCC2(C1)C(O)C(C)CC1C(C)CCCC12,3.7,-1.4,0.6757426230500824,0.5245731515903997,4.636000000000005,264.4529999999999
CC1(C=O)CC(O)C2CC(=O)C=C21,-6.0,-6.0,0.5967012437930125,0.5447032789471138,0.4716,180.203
CC(=O)C(O)=CC(C)O,-5.1,-5.3,0.4198514487419922,0.6259531858918022,0.3980999999999998,130.14299999999997
CC(O)C(C)CC(O)C(O)C(C)C1CC(=O)C(=O)C1,-4.8,-6.3,0.6044817007297434,0.5517481664264535,0.2994999999999995,272.34099999999995
O=C1CCC(O)C(O)C1,-6.0,-5.9,0.4627685595820873,0.6544561793931833,-0.5388,130.143
CC1CCCOC1C(C)CC1CCC(=O)C(C(O)CO)C1,-1.2,-4.0,0.8160808318081829,0.5555891984640928,2.1663,298.423
O=C1OC(=O)C(O)C=C1O,-6.1,-6.3,0.3317873594793037,0.600817549139921,-1.1274000000000002,144.08199999999997
OCC(O)C(O)C(O)C(O)CO,-6.4,-6.3,0.2612626527203185,0.6442397078196649,-3.585399999999998,182.172
O=C(O)C1CCC(O)=CCC1O,-6.5,-6.7,0.5429801121163795,0.611649631667263,0.6739000000000002,172.17999999999998
O=CC(=O)OCC(O)C(O)(C=O)CO,-5.8,-6.0,0.2405041133303117,0.5609205369311405,-2.9883,206.15
CC1CCC(CCC2CC3CCC(=O)C4C(O)C(C)C(O)C(C(O)C2O)C34)C1,10.2,11.2,0.5879467489469506,0.5012992369126275,2.1437,394.5520000000002
N=C(CC(=O)O)C(O)CO,-5.9,-6.1,0.3762823578907758,0.6254663870097434,-1.16593,147.12999999999997
CC1C=C=C(O)CC2C(C1)C(C)C(O)CC2(C)C,-5.3,-5.0,0.6439224267236995,0.4673030919630732,3.672600000000002,250.382
N=C1COC(CO)C(O)C1O,-6.6,-7.0,0.3618028703048322,0.5600003070935673,-1.8809300000000004,161.157
CC1=C(O)CC(O)C(C(C)C=O)OC1C(O)C(=O)O,-6.2,-6.2,0.5147871141026287,0.5178219811831253,-0.3827,274.26899999999995
O=CCC(O)=C(O)CO,-4.7,-5.0,0.3697132598581356,0.6243208113175781,-0.1047,132.115
CCC1CCC2C(C3CCCC3C)C3C(C)CCCC3(O)C12,6.6,6.0,0.7363334499471146,0.5311562498892648,5.272100000000005,304.51800000000014
CC1CCC2(CCCC(O)=C2O)C1=O,-5.4,-7.0,0.6253967365127898,0.5537473958311075,2.4833,196.24599999999995
C1=C(c2ccncc2)CCN1,-5.1,-5.1,0.64768859525495,0.7176217845520952,1.4158,146.19299999999996
CCC(C(C)CC1CCOC1)C(C(=O)O)C(C)F,-4.7,-4.7,0.7646298434568324,0.5676548227323039,3.134100000000001,260.349
O=C1CCCC(CO)OC1=O,-5.6,-5.6,0.4179591975724178,0.688393813124495,-0.3565,158.153
O=C(O)C1CC(CO)NC1=O,-6.0,-6.2,0.4308840340205117,0.6289408960881382,-1.432,159.141
C=C(C(O)CCC(=O)O)C(O)C(C)(O)CCC,-6.0,-6.3,0.4720901227037102,0.5921429244120369,0.6802999999999995,246.303
CC1CC2C3CC(OC(O)(O)CCC2C(C)(O)C1)C(=O)CC(O)(F)C3O,24.1,26.9,0.3826226074979162,0.3610318950112564,0.2152000000000001,376.4210000000001
O=C1CCC(O)C1,-4.5,-4.6,0.4684559796147775,0.7047121115835914,0.1002999999999998,100.117
CC(=O)C(C)C(C)CC(=O)O,-4.9,-5.4,0.670938022068857,0.6828190746911444,1.3222999999999998,158.19699999999995
CC(O)CC(O)C(C)C(C)O,-5.4,-5.8,0.5505931473145506,0.6167902734622128,0.1351,162.22899999999998
CC(CCCO)C1CCC(O)C(O)CC1C,-4.9,-5.7,0.6422127387795932,0.6071387718217071,1.5529999999999995,230.348
CC(C)CCC1=NC(CC(C)C(=O)O)=CC(O)C1(C)O,-5.5,-6.5,0.6949941097548449,0.5594675991763928,1.9838,283.36800000000005
O=C=CC(O)=C=CO,-4.9,-5.0,0.2243963990888942,0.4920961999355411,0.4866999999999999,112.08399999999996
CCC(O)c1cccc(O)c1,-5.9,-6.0,0.6783758700682229,0.767221813124495,1.8356,152.19299999999993
CCC1(C)CCC2CC(CCC(C)C2(O)C(C)O)C1=O,1.7,6.2,0.8184608542374593,0.4642299578808623,2.9299000000000017,282.42400000000004
CCC(=O)C1C(O)CC2C(=O)OCC(O)C3CC(C)C(O)C(O)CCC1C23,17.9,8.0,0.5038359129505932,0.46760632872659,0.2705999999999995,384.46900000000016
CCC(O)C(O)C(C)COCC(O)C(O)C(=O)O,-5.7,-5.7,0.3462338909266205,0.5907849732339762,-1.4226999999999983,266.29
CCC1C(O)=C=C(O)C=C2CC(C1C)C(O)C(O)CO2,-4.7,-2.8,0.5504813689752637,0.3484306383033344,1.7872,282.336
CC1CC2CCC(CC2)C2CCC(C2)C(O)CCC(C(C)CC=O)C1O,15.6,10.8,0.7200630626140879,0.4106745597040644,4.592200000000005,364.5700000000002
CC1C(O)C2CCC3C(O)CCCCC3CC2C(CO)C1(O)O,20.3,12.2,0.45989196888146,0.5291269499670618,0.8699999999999997,328.449
CC(=O)C1C=CC(=O)CC1O,-5.7,-5.7,0.5816105166199323,0.6066003655841593,0.0814999999999999,154.165
CC(O)C1OC(C(=O)C(O)CO)C(C)CC1=O,-6.4,-6.8,0.5664593485072102,0.5291831337208664,-1.347799999999999,246.259
N=C1CC(CC(O)CO)C1C=O,-5.8,-6.5,0.502550863859118,0.530048018136883,-0.4155300000000002,171.19599999999997
OCC(O)C(O)C(CO)C(O)CO,-6.2,-5.8,0.2640144905782915,0.5887569614616827,-3.3377999999999988,196.199
O=C(O)C1CC(CO)C(O)C1=O,-7.0,-6.5,0.4487783567308936,0.5927721279383718,-1.3706000000000005,174.152
CC(O)(O)C(O)C1CC(O)C(O)C(O)CC1O,-6.6,-9.5,0.2037434823191294,0.5352721462933979,-3.098299999999999,252.263
CCC1CC(C(=O)O)C(O)CO1,-5.7,-5.9,0.6292525867800263,0.6330936912138061,0.2469999999999998,174.19599999999997
O=CC1CC(O)=C(O)C1(O)O,-7.2,-6.7,0.2975479458148476,0.5681054834541654,-0.7862999999999998,160.12499999999997
C=C(C)CC1CC2=C(C1=O)C(C=C1C(C)CC3CCC1CC3)CC(C)(C)C2CO,135.1,44.0,0.5690016430151026,0.4271921219786293,6.265400000000007,396.6150000000002
O=CC(CO)C(=O)C(=O)CO,-5.3,-5.3,0.2734978228969661,0.6127380658717477,-2.0756999999999994,160.125
N=CC1=C(O)CC=C(C(=O)O)C1,-6.1,-6.4,0.5411627275883282,0.5946079592438316,1.25287,167.164
CC(O)CC1CC(O)CC1O,-5.6,-6.0,0.5279104577708141,0.5892945174940432,-0.1108999999999999,160.213
CC(O)C1OC(C(=O)O)OC(=O)C1O,-6.5,-7.3,0.4511151510952107,0.558993402368876,-1.9192,206.15
O=C1CC(O)C(O)CC2(CCN1)CCC(O)C(CO)C2,2.3,8.9,0.4313213753113628,0.4730088219581304,-0.8519999999999996,287.35599999999994
O=C(O)CCCCC(=O)O,-4.8,-5.0,0.560076647689367,0.840573181675644,0.716,146.14199999999997
NC(C=C=O)=CO,-4.7,-4.6,0.2700505927161479,0.5300968721168229,-0.2677,99.08899999999998
C=C(O)CC1C(O)C(F)C(O)C1C(O)C(C)CCC(=O)O,-5.5,-5.2,0.4399539570442893,0.5115844602707191,0.6158999999999999,306.33000000000004
C=CC1CC(O)CC(C(C=C(C)C(O)CO)CC(C)C)C1,-3.3,-2.1,0.6330824083633885,0.5143738439476193,2.911400000000002,296.451
CC(O)(O)C1CCCC=C=C(C(O)CO)C1,-6.7,-6.7,0.4138666465338238,0.5272065028850204,0.3120999999999999,228.288
CC1CC(O)C(O)CC1(O)C(C)(C)O,-6.4,-6.4,0.4700269500923388,0.5605581166545901,-0.3599000000000003,204.266
CCC1CCCCSC(O)C2(O)CC(O)C(C)CCC(C2)C(C)NC1=O,52.9,47.0,0.5553783997347879,0.3979054691071549,2.671100000000002,387.5860000000002
O=C1CC2CC(O)C(F)C(O)C(O)C2C1O,-7.3,-6.5,0.4035317165354397,0.5172171982223264,-1.6230000000000002,234.223
CC1COCCC(O)C1C,-5.4,-5.3,0.550151809032017,0.6379001414562693,1.0398,144.214
C=C(O)C1CCC(CO)C(O)C(C2CCCC(=O)C2C(O)CC(C)=O)O1,10.0,3.6,0.5120911084710265,0.5051821737338702,0.9005000000000001,370.4420000000002
CC1CC(C(=O)O)OC1CO,-5.4,-5.6,0.589513842137184,0.6266442328230101,-0.1431,160.16899999999998
CC(O)CC1CC2C(CCO)C(O)C3COC(CC1O)C32,-4.4,-4.1,0.5932373982780688,0.4910765928639448,0.1486999999999999,300.3950000000001
CC1(O)CC(CO)CCC1O,-5.8,-6.1,0.5013574746583236,0.6207639145206227,-0.1093,160.213
CC(CC=O)C(=O)O,-4.6,-4.6,0.5391927264554605,0.6844280137227261,0.2961,116.116
CC1C(CO)C(O)C(O)C2(O)C(=O)CC12,-7.2,-7.5,0.4180701668978645,0.5222715748868649,-1.7134999999999996,216.233
CCC1C(=N)CC2C(=O)OCC3=C2C1C(O)C(O)C3,-6.0,-4.3,0.4793142846358167,0.4980798437601089,0.6473700000000002,265.309
CC1C(=C(O)CO)CC(O)C(O)C1O,-7.2,-7.5,0.3494513586971308,0.5441330177534913,-1.0866999999999998,204.222
O=C1CC=C(C(=O)O)C=N1,-5.6,-5.8,0.5555032553852729,0.6579243453837307,-0.0015000000000001,139.11
CCC1CC(O)C(O)CC2(C3CC(C)CC3O)CCCC1C2,7.4,6.6,0.7342314686282344,0.4662888732287937,3.111800000000001,310.478
O=C(O)CC(O)C(O)O,-5.6,-5.7,0.3407002733278776,0.6763343047729211,-1.8673,136.10299999999998
O=C(O)C1CC2C3=C1CCCCCC(C#CC(O)C(O)C2O)C3,3.7,4.2,0.4279418549330996,0.3556073949936765,1.0738,320.38500000000005
CC(=O)C1COC(C2C(O)C(=O)C(C)C2O)C(O)CO1,-3.5,-3.9,0.5534724311110374,0.5167921871386045,-1.722899999999998,288.296
CC(OC1CCC2CC(O)CC(O)C2C1)C(=O)O,-7.0,-1.5,0.6959670533191546,0.5860359658321155,0.7765999999999997,258.314
Cc1cc(C(=O)O)cc(O)c1O,-7.0,-7.0,0.5485668032758702,0.7981372086234841,1.1044199999999995,168.148
OC1=CC(O)=C(O)C(O)C1O,-6.8,-7.5,0.3283291483157821,0.5438793860464557,-0.5086999999999999,160.12499999999997
CC(O)C1NC(C(=O)O)C(O)C1O,-6.1,-6.4,0.3302394647500493,0.5610962015194241,-2.485999999999998,191.183
C=C1CC(C(=O)O)CC(C)(C)C1CO,-6.2,-5.7,0.663491346006613,0.6030693830849867,1.6719,198.262
O=C(O)C1CC2CCC23CCCCCCC13,-4.9,-4.5,0.7373886773007964,0.5886514735354009,3.4577000000000018,222.32799999999995
OCC1CC(O)C2CC(C1)C1CCC(O)C1CC2C(O)C(O)F,12.7,-0.2,0.5158565883543724,0.4303366200382058,0.4278999999999998,332.41200000000003
