init_top20,bo_top20
-5.800000190734863,-6.5
-5.599999904632568,-6.300000190734863
-5.599999904632568,-6.099999904632568
-5.400000095367432,-6.099999904632568
-5.300000190734863,-6.0
-5.199999809265137,-5.800000190734863
-5.199999809265137,-5.800000190734863
-5.099999904632568,-5.800000190734863
-5.0,-5.800000190734863
-4.900000095367432,-5.800000190734863
-4.699999809265137,-5.699999809265137
-4.0,-5.699999809265137
-3.799999952316284,-5.599999904632568
-3.5999999046325684,-5.599999904632568
-3.5999999046325684,-5.599999904632568
-3.5,-5.599999904632568
-3.200000047683716,-5.599999904632568
-3.0999999046325684,-5.599999904632568
-3.0999999046325684,-5.599999904632568
-3.0,-5.5
