init_top20,bo_top20
-7.900000095367432,-8.100000381469727
-7.699999809265137,-7.800000190734863
-7.5,-7.800000190734863
-7.300000190734863,-7.699999809265137
-7.099999904632568,-7.699999809265137
-6.800000190734863,-7.599999904632568
-6.800000190734863,-7.599999904632568
-6.699999809265137,-7.400000095367432
-6.699999809265137,-7.400000095367432
-6.599999904632568,-7.300000190734863
-6.300000190734863,-7.199999809265137
-6.300000190734863,-7.199999809265137
-5.900000095367432,-7.199999809265137
-5.900000095367432,-7.099999904632568
-5.800000190734863,-7.099999904632568
-5.800000190734863,-7.099999904632568
-5.599999904632568,-7.099999904632568
-5.400000095367432,-7.0
-5.400000095367432,-7.0
-5.300000190734863,-6.900000095367432
