0,1,2,3,4
C1CC(O)C(O)C1CC(O)C(O)C(O)C1CC(O)C(O)C1,C1CC(O)C(O)C1CC(O)C(O)C(O)CC1O,C1C(C(=O)O)C(O)C1CC(C(=O)O)C(O)CC1O,C1CC(O)C(O)C(O)C1CC(O)C(O)C(O)O,C1CC(O)C(O)C1CC(O)C(O)CC(O)C1CC(O)C(O)C1
COC(C(C(O)C1CC(O)C(O)C1)C(O)C1CCC(O)C1)C(O)CC1CCC(O)C1O,C1CC(C(O)C(O)C(O)CC2CC(C(O)C(O)C(O)C)C2O)CC1O,C1CC(O)C(O)C(O)C(C(C2CCC(O)C2O)C1)C(O)C,C1CC(C(O)C(O)C(O)CC2CCC(O)C2O)CC1O,CC1OC(C(O)C(O)C(O)C2CC3CCC(O)C3O)C2CC1O
CC1CCCC2CCC3C4CCNC(=O)C4C1C23,CC1CCCCC2CCC3C4CCNC(=O)C4C1C23,C1CCC(C(C(=O)O)C2CCC(O)=C2)C1=O,C1CCCO=C1C2CC3CC2CCC3C1,CCC1C(=N)CC2C(=O)OCC3=C2C1C(O)C(O)C3
C1OC(C(C(O)C(O)C(O)C2CC(C(C)C(O)C2O)O)C)CC1O,C1CCOC1(C(C(C(C(O)C(O)C(O)CC2CC(C(C)C(O)C2O)O)C)C)C)CCO,C1CC(C(O)C(O)C(O)CC2CCC(O)C2O)CC1O,C1OC(C(C(C(O)C(O)C(O)C1)C2CC3CCC(C(C(C3)O)O)C2)C)CO,C1OC(C(C(C(O)C(O)C(O)C(C(C(C2CCC(O)C2O)C)O)C)C)C1O
C1CCC(=O)OCC(=O)O1,O=C(O)C(O)C(O)O,C1CCC(=O)OCC(=O)O1,C1CCC(=O)OCC(=O)O1,O=C(O)C(O)CC(O)O
O=C1CC2CC(O)C(F)C(O)C(O)C2C1O,O=C1CC2CC(O)C(F)C(O)C(O)C2C1O,O=C1CC2CC(O)C(F)C(O)C(O)C2C1O,O=C1CC2CC(O)C(F)C(O)C(O)C2C1O,O=C1CC2CC(O)C(F)C(O)C(O)C2C1O
CC(=O)C(=O)N,CC(=O)N=C=O,NC(C=C=O)=CO,C1=CC(=O)NC1=O,NC(C=C=O)=CO
C1CC(=O)C2CC(O)C(F)C(O)C(O)C2C1O,O=C1CC2CC(O)C(F)C(O)C(O)C2C1O,O=C1CC2CC(O)C(F)C(O)C(O)C2C1O,C1CC(O)C2CC(C(F)C(O)C(O)C2)C1O,C1CC(=O)C2CC(O)C(F)C(O)C(O)C2C1O
C1CC(C(O)C(O)C(O)CC2CCC(O)C2O)CC1O,C1COCC(C(O)C(O)C(O)CC2CC(C(O)C(O)C2O)CC1O)C,C1CCC2C(O)=C=C(O)C=C(C1C)C2C(O)C(O)C1CO2,C1CC(O)C(O)C(O)C2CCC(O)C1(C(C)C)C2O,C1OC(C(C(C(O)C(O)C(O)C1)C2CCC(C(C2)O)C)CC1)CO
OC1C(C(C(O)C1)C(O)C1CC(O)C(O)C1)C(O)C1CCC(O)C1O,OC(C(C(O)C1CC(O)C(O)C1)C(O))CC1CCC(O)C1O,C1CCC(O)C1OC(C(C(C(O)C1CC(O)C(O)C1)C(O))CC1)C(C(C)C1)C1CCC(O)C1O,CC(CO)(C1CC(CO)C(O)C1)C(O)C1CCC(C(O)C1)O,O=C1CCC(O)C2C1CC(O)C(F)C2O
