init_top30,bo_top30
-12.7,-11.800000190734863
-11.0,-11.300000190734863
-10.2,-11.199999809265137
-10.2,-11.100000381469728
-10.0,-11.100000381469728
-9.9,-11.0
-9.8,-10.899999618530272
-9.7,-10.899999618530272
-9.7,-10.899999618530272
-9.6,-10.899999618530272
-9.6,-10.899999618530272
-9.4,-10.800000190734863
-9.4,-10.800000190734863
-9.4,-10.800000190734863
-9.4,-10.800000190734863
-9.2,-10.800000190734863
-9.2,-10.800000190734863
-9.2,-10.800000190734863
-9.2,-10.699999809265137
-9.1,-10.600000381469728
-9.0,-10.5
-9.0,-10.5
-9.0,-10.5
-8.9,-10.399999618530272
-8.9,-10.399999618530272
-8.9,-10.399999618530272
-8.9,-10.399999618530272
-8.9,-10.300000190734863
-8.8,-10.300000190734863
-8.8,-10.300000190734863
