init_top40,bo_top40
-12.5,-13.300000190734863
-11.899999618530272,-12.899999618530272
-11.5,-12.899999618530272
-11.300000190734863,-12.699999809265137
-11.100000381469728,-12.5
-10.899999618530272,-12.100000381469728
-10.899999618530272,-12.0
-10.699999809265137,-11.899999618530272
-10.5,-11.899999618530272
-10.399999618530272,-11.899999618530272
-10.300000190734863,-11.800000190734863
-10.300000190734863,-11.699999809265137
-10.300000190734863,-11.699999809265137
-10.300000190734863,-11.600000381469728
-10.300000190734863,-11.600000381469728
-10.300000190734863,-11.600000381469728
-10.199999809265137,-11.600000381469728
-10.199999809265137,-11.5
-10.199999809265137,-11.5
-10.100000381469728,-11.399999618530272
-10.100000381469728,-11.300000190734863
-9.899999618530272,-11.300000190734863
-9.800000190734863,-11.300000190734863
-9.699999809265137,-11.300000190734863
-9.699999809265137,-11.300000190734863
-9.699999809265137,-11.199999809265137
-9.399999618530272,-11.100000381469728
-9.300000190734863,-11.100000381469728
-9.100000381469728,-11.100000381469728
-9.100000381469728,-11.100000381469728
-9.100000381469728,-11.100000381469728
-9.100000381469728,-11.0
-9.100000381469728,-11.0
-8.899999618530273,-11.0
-8.899999618530273,-11.0
-8.600000381469727,-10.899999618530272
-8.600000381469727,-10.899999618530272
-8.5,-10.800000190734863
-8.5,-10.800000190734863
-8.399999618530273,-10.800000190734863
