init_top20,bo_top20
-13.300000190734863,-12.899999618530272
-12.899999618530272,-11.399999618530272
-12.399999618530272,-11.399999618530272
-12.300000190734863,-11.199999809265137
-12.199999809265137,-11.0
-11.5,-10.899999618530272
-11.399999618530272,-10.800000190734863
-11.199999809265137,-10.699999809265137
-11.100000381469728,-10.699999809265137
-10.899999618530272,-10.5
-10.899999618530272,-10.399999618530272
-10.899999618530272,-10.399999618530272
-10.800000190734863,-10.300000190734863
-10.699999809265137,-10.300000190734863
-10.600000381469728,-10.199999809265137
-10.5,-10.100000381469728
-10.5,-10.100000381469728
-10.5,-10.0
-10.300000190734863,-10.0
-10.199999809265137,-10.0
