init_top30,bo_top30
-7.8,-8.800000190734863
-7.6,-8.100000381469727
-7.5,-7.900000095367432
-7.4,-7.900000095367432
-7.2,-7.599999904632568
-7.2,-7.199999809265137
-7.2,-7.099999904632568
-7.1,-7.099999904632568
-7.1,-7.0
-7.1,-6.900000095367432
-7.0,-6.900000095367432
-7.0,-6.800000190734863
-6.8,-6.800000190734863
-6.7,-6.699999809265137
-6.7,-6.699999809265137
-6.7,-6.599999904632568
-6.6,-6.599999904632568
-6.5,-6.599999904632568
-6.5,-6.5
-6.5,-6.5
-6.3,-6.5
-6.3,-6.5
-6.3,-6.400000095367432
-6.2,-6.400000095367432
-6.2,-6.300000190734863
-6.1,-6.300000190734863
-6.0,-6.300000190734863
-6.0,-6.199999809265137
-6.0,-6.199999809265137
-5.9,-6.199999809265137
